Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,RAVANELLO,Alain,Maire,Carcès,Var,PÉCRESSE Valérie,08/02/2022,VAR,83,93,83CARCES,83032
M.,ROUX,Francis,Conseiller départemental,,Var,PÉCRESSE Valérie,08/02/2022,VAR,83,93,83,
M.,SIMON,Christian,Maire,La Crau,Var,PÉCRESSE Valérie,08/02/2022,VAR,83,93,83LACRAU,83047
M.,PORTAL,Jean-Louis,Maire,Flassans-sur-Issole,Var,DUPONT-AIGNAN Nicolas,10/02/2022,VAR,83,93,83FLASSANSSURISSOLE,83057
M.,BOCCALETTI,Frédéric,Conseiller régional,Provence-Alpes-Cote D'Azur,Var,LE PEN Marine,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
M.,GILETTI,Frank,Conseiller régional,Provence-Alpes-Cote D'Azur,Var,LE PEN Marine,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
Mme,LAVALETTE,Laure,Conseillère régionale,Provence-Alpes-Cote D'Azur,Var,LE PEN Marine,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
M.,NAVARRANNE,Amaury,Conseiller régional,Provence-Alpes-Cote D'Azur,Var,LE PEN Marine,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
M.,RAMBAUD,Stéphane,Conseiller régional,Provence-Alpes-Cote D'Azur,Var,LE PEN Marine,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
Mme,FORTIAS,Manon,Conseillère départementale,,Var,MACRON Emmanuel,10/02/2022,VAR,83,93,83,
Mme,MAUBORGNE,Sereine,Députée,4ème circonscription,Var,MACRON Emmanuel,10/02/2022,VAR,83,93,83EMECIRCONSCRIPTION,
M.,MICHEL-KLEISBAUER,Philippe,Député,5ème circonscription,Var,MACRON Emmanuel,10/02/2022,VAR,83,93,83EMECIRCONSCRIPTION,
Mme,PIN,Virginie,Conseillère régionale,Provence-Alpes-Cote D'Azur,Var,MACRON Emmanuel,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
Mme,ARNOULD,Patricia,Conseillère départementale,,Var,PÉCRESSE Valérie,10/02/2022,VAR,83,93,83,
M.,BENEVENTI,Robert,Maire,Ollioules,Var,PÉCRESSE Valérie,10/02/2022,VAR,83,93,83OLLIOULES,83090
M.,COLIN,Jean-Pierre,Conseiller régional,Provence-Alpes-Cote D'Azur,Var,PÉCRESSE Valérie,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
Mme,DELFAUX,Véronique,Conseillère régionale,Provence-Alpes-Cote D'Azur,Var,PÉCRESSE Valérie,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
Mme,DEPALLENS,Caroline,Conseillère départementale,,Var,PÉCRESSE Valérie,10/02/2022,VAR,83,93,83,
Mme,MARINO,Edwige,Conseillère régionale,Provence-Alpes-Cote D'Azur,Var,PÉCRESSE Valérie,10/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
Mme,PEREZ LEROUX,Nathalie,Conseillère départementale,,Var,PÉCRESSE Valérie,10/02/2022,VAR,83,93,83,
Mme,RIALLAND,Valérie,Conseillère départementale,,Var,PÉCRESSE Valérie,10/02/2022,VAR,83,93,83,
M.,GEOLLE,Hubert,Maire,Fox-Amphoux,Var,ZEMMOUR Éric,10/02/2022,VAR,83,93,83FOXAMPHOUX,83060
M.,HUET,Jean-Yves,Maire,Montauroux,Var,JADOT Yannick,15/02/2022,VAR,83,93,83MONTAUROUX,83081
M.,FAURE,Antoine,Maire,Aups,Var,KAZIB Anasse,15/02/2022,VAR,83,93,83AUPS,83007
M.,CAVALLIER,François,Maire,Callian,Var,MACRON Emmanuel,15/02/2022,VAR,83,93,83CALLIAN,83029
Mme,GUEREL,Emilie,Députée,7ème circonscription,Var,MACRON Emmanuel,15/02/2022,VAR,83,93,83EMECIRCONSCRIPTION,
Mme,MASSI,Josée,Conseillère départementale,,Var,MACRON Emmanuel,15/02/2022,VAR,83,93,83,
M.,MORENO,Christophe,Conseiller départemental,,Var,MACRON Emmanuel,15/02/2022,VAR,83,93,83,
M.,BACCI,Jean,Sénateur,,Var,PÉCRESSE Valérie,15/02/2022,VAR,83,93,83,
M.,BREMOND,Didier,Maire,Brignoles,Var,PÉCRESSE Valérie,15/02/2022,VAR,83,93,83BRIGNOLES,83023
M.,FELIX,Jean-Claude,Maire,Rocbaron,Var,PÉCRESSE Valérie,15/02/2022,VAR,83,93,83ROCBARON,83106
M.,MORDELET,Charles-Antoine,Maire,Aiguines,Var,PÉCRESSE Valérie,15/02/2022,VAR,83,93,83AIGUINES,83002
M.,PONTONE,Ludovic,Conseiller départemental,,Var,PÉCRESSE Valérie,15/02/2022,VAR,83,93,83,
Mme,SAMAT,Andrée,Conseillère départementale,,Var,PÉCRESSE Valérie,15/02/2022,VAR,83,93,83,
M.,BOUCHARD,René,Maire,Bagnols-en-Forêt,Var,THOUY Hélène,15/02/2022,VAR,83,93,83BAGNOLSENFORET,83008
M.,MAHALI,Mohamed,Conseiller régional,Provence-Alpes-Cote D'Azur,Var,MACRON Emmanuel,17/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
M.,MURAT-DAVID,Philippe,Maire,Vérignon,Var,MACRON Emmanuel,17/02/2022,VAR,83,93,83VERIGNON,83147
M.,PAUL,Jacques,Maire,La Celle,Var,MACRON Emmanuel,17/02/2022,VAR,83,93,83LACELLE,83037
M.,PANIZZI,Frank,Maire,Pontevès,Var,ZEMMOUR Éric,17/02/2022,VAR,83,93,83PONTEVES,83095
M.,DELAUNAY,Philippe,Conseiller régional,Provence-Alpes-Cote D'Azur,Var,MACRON Emmanuel,22/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
M.,MORISSE,Vincent,Maire,Sainte-Maxime,Var,PÉCRESSE Valérie,22/02/2022,VAR,83,93,83SAINTEMAXIME,83115
Mme,QUILICI,Laetitia,Conseillère départementale,,Var,PÉCRESSE Valérie,22/02/2022,VAR,83,93,83,
M.,RIBOULET,Gilbert,Maire,Moissac-Bellevue,Var,ZEMMOUR Éric,22/02/2022,VAR,83,93,83MOISSACBELLEVUE,83078
Mme,KUNTZ,Sandra,Conseillère régionale,Provence-Alpes-Cote D'Azur,Var,PÉCRESSE Valérie,24/02/2022,VAR,83,93,83PROVENCEALPESCOTEDAZUR,
