Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,MOUNIER,Serge,Conseiller départemental,,Loire-Atlantique,PÉCRESSE Valérie,08/02/2022,LOIREATLANTIQUE,44,52,44,
Mme,WEISS,Pauline,Conseillère régionale,Pays De La Loire,Loire-Atlantique,PÉCRESSE Valérie,08/02/2022,LOIREATLANTIQUE,44,52,44PAYSDELALOIRE,
Mme,POIROUT,Dominique,Conseillère départementale,,Loire-Atlantique,TAUBIRA Christiane,08/02/2022,LOIREATLANTIQUE,44,52,44,
Mme,BERTU,Mahaut,Conseillère régionale,Pays De La Loire,Loire-Atlantique,HIDALGO Anne,10/02/2022,LOIREATLANTIQUE,44,52,44PAYSDELALOIRE,
M.,PRAS,Pascal,Maire,Saint-Jean-de-Boiseau,Loire-Atlantique,HIDALGO Anne,10/02/2022,LOIREATLANTIQUE,44,52,44SAINTJEANDEBOISEAU,44166
M.,BOUCHET,Gauthier,Conseiller régional,Pays De La Loire,Loire-Atlantique,LE PEN Marine,10/02/2022,LOIREATLANTIQUE,44,52,44PAYSDELALOIRE,
Mme,JOSSO,Sandrine,Députée,7ème circonscription,Loire-Atlantique,MACRON Emmanuel,10/02/2022,LOIREATLANTIQUE,44,52,44EMECIRCONSCRIPTION,
M.,ROGER,Jean-Louis,Maire,Sucé-sur-Erdre,Loire-Atlantique,MACRON Emmanuel,10/02/2022,LOIREATLANTIQUE,44,52,44SUCESURERDRE,44201
Mme,VAN GOETHEM,Christiane,Conseillère départementale,,Loire-Atlantique,PÉCRESSE Valérie,10/02/2022,LOIREATLANTIQUE,44,52,44,
Mme,BIGEARD,Myriam,Conseillère départementale,,Loire-Atlantique,HIDALGO Anne,15/02/2022,LOIREATLANTIQUE,44,52,44,
M.,CLERGEAU,Christophe,Conseiller régional,Pays De La Loire,Loire-Atlantique,HIDALGO Anne,15/02/2022,LOIREATLANTIQUE,44,52,44PAYSDELALOIRE,
M.,AUCANT,William,Conseiller régional,Pays De La Loire,Loire-Atlantique,JADOT Yannick,15/02/2022,LOIREATLANTIQUE,44,52,44PAYSDELALOIRE,
Mme,FOUQUET,Karine,Conseillère départementale,,Loire-Atlantique,JADOT Yannick,15/02/2022,LOIREATLANTIQUE,44,52,44,
M.,GUITTON,Jean-Sébastien,Maire,Orvault,Loire-Atlantique,JADOT Yannick,15/02/2022,LOIREATLANTIQUE,44,52,44ORVAULT,44114
M.,NICOLON,Franck,Conseiller régional,Pays De La Loire,Loire-Atlantique,JADOT Yannick,15/02/2022,LOIREATLANTIQUE,44,52,44PAYSDELALOIRE,
M.,BRUNETEAU,Jean-Marie,Maire,La Marne,Loire-Atlantique,MACRON Emmanuel,15/02/2022,LOIREATLANTIQUE,44,52,44LAMARNE,44090
M.,CRIAUD,Nicolas,Maire,Guérande,Loire-Atlantique,MACRON Emmanuel,15/02/2022,LOIREATLANTIQUE,44,52,44GUERANDE,44069
Mme,CIRON,Catherine,Conseillère départementale,,Loire-Atlantique,PÉCRESSE Valérie,15/02/2022,LOIREATLANTIQUE,44,52,44,
M.,LOUVRIER,Franck,Conseiller régional,Pays De La Loire,Loire-Atlantique,PÉCRESSE Valérie,15/02/2022,LOIREATLANTIQUE,44,52,44PAYSDELALOIRE,
Mme,PADOVANI,Fabienne,Conseillère départementale,,Loire-Atlantique,ROUSSEL Fabien,15/02/2022,LOIREATLANTIQUE,44,52,44,
M.,MARTINEAU,David,Conseiller départemental,,Loire-Atlantique,HIDALGO Anne,17/02/2022,LOIREATLANTIQUE,44,52,44,
M.,PROVOST,Éric,Conseiller régional,Pays De La Loire,Loire-Atlantique,HIDALGO Anne,17/02/2022,LOIREATLANTIQUE,44,52,44PAYSDELALOIRE,
Mme,NEAU-REDOIS,Véronique,Maire,Boussay,Loire-Atlantique,JADOT Yannick,17/02/2022,LOIREATLANTIQUE,44,52,44BOUSSAY,44022
M.,CHÉRAUD,Roch,Maire,Saint-Viaud,Loire-Atlantique,WAECHTER Antoine,17/02/2022,LOIREATLANTIQUE,44,52,44SAINTVIAUD,44192
Mme,MEUNIER,Michelle,Sénatrice,,Loire-Atlantique,HIDALGO Anne,22/02/2022,LOIREATLANTIQUE,44,52,44,
Mme,SCUOTTO,Christelle,Maire,Les Sorinières,Loire-Atlantique,HIDALGO Anne,22/02/2022,LOIREATLANTIQUE,44,52,44LESSORINIERES,44198
M.,MOREZ,Yannick,Maire,Saint-Brevin-les-Pins,Loire-Atlantique,PÉCRESSE Valérie,22/02/2022,LOIREATLANTIQUE,44,52,44SAINTBREVINLESPINS,44154
Mme,PAHUN,Louise Guylaine Alexandra,Conseillère départementale,,Loire-Atlantique,JADOT Yannick,24/02/2022,LOIREATLANTIQUE,44,52,44,
M.,BOUVAIS,Erwan,Conseiller départemental,,Loire-Atlantique,MÉLENCHON Jean-Luc,24/02/2022,LOIREATLANTIQUE,44,52,44,
M.,MAGRÉ,Vincent,Maire,La Haie-Fouassière,Loire-Atlantique,MÉLENCHON Jean-Luc,24/02/2022,LOIREATLANTIQUE,44,52,44LAHAIEFOUASSIERE,44070
M.,BELLEIL,Jean-Pierre,Maire,Joué-sur-Erdre,Loire-Atlantique,PÉCRESSE Valérie,24/02/2022,LOIREATLANTIQUE,44,52,44JOUESURERDRE,44077
Mme,GARNIER,Laurence,Sénatrice,,Loire-Atlantique,PÉCRESSE Valérie,24/02/2022,LOIREATLANTIQUE,44,52,44,
M.,MARCHAIS,Jean-Pierre,Conseiller départemental,,Loire-Atlantique,PÉCRESSE Valérie,24/02/2022,LOIREATLANTIQUE,44,52,44,
