Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,CUBIZOLLES,Jean-Marc,Maire,Vals-le-Chastel,Haute-Loire,MÉLENCHON Jean-Luc,03/02/2022,HAUTELOIRE,43,84,43VALSLECHASTEL,43250
M.,DUPLOMB,Laurent,Sénateur,,Haute-Loire,PÉCRESSE Valérie,03/02/2022,HAUTELOIRE,43,84,43,
Mme,RENAUD,Brigitte,Conseillère départementale,,Haute-Loire,PÉCRESSE Valérie,03/02/2022,HAUTELOIRE,43,84,43,
M.,VIGIER,Jean-Pierre,Député,2ème circonscription,Haute-Loire,PÉCRESSE Valérie,03/02/2022,HAUTELOIRE,43,84,43EMECIRCONSCRIPTION,
Mme,BRUN,Anne-Marie,Maire,Saint-Cirgues,Haute-Loire,JADOT Yannick,08/02/2022,HAUTELOIRE,43,84,43SAINTCIRGUES,43175
M.,DAUMAS,Renaud,Conseiller régional,Auvergne-Rhône-Alpes,Haute-Loire,JADOT Yannick,08/02/2022,HAUTELOIRE,43,84,43AUVERGNERHONEALPES,
M.,HALFON,André,Maire,Torsiac,Haute-Loire,MACRON Emmanuel,08/02/2022,HAUTELOIRE,43,84,43TORSIAC,43247
M.,DAUPHIN,Christian,Maire,Lavoûte-Chilhac,Haute-Loire,PÉCRESSE Valérie,08/02/2022,HAUTELOIRE,43,84,43LAVOUTECHILHAC,43118
M.,DURIEUX,Pierre,Maire,Dunières,Haute-Loire,PÉCRESSE Valérie,08/02/2022,HAUTELOIRE,43,84,43DUNIERES,43087
Mme,PETIT,Marie-Agnès,Conseillère départementale,,Haute-Loire,PÉCRESSE Valérie,08/02/2022,HAUTELOIRE,43,84,43,
M.,GROS,Gérard,Maire,Saint-Vidal,Haute-Loire,DUPONT-AIGNAN Nicolas,10/02/2022,HAUTELOIRE,43,84,43SAINTVIDAL,43229
M.,LAC,Maurice,Maire,Chavaniac-Lafayette,Haute-Loire,PÉCRESSE Valérie,10/02/2022,HAUTELOIRE,43,84,43CHAVANIACLAFAYETTE,43067
M.,BERNARD,Laurent,Maire,Vals-près-le-Puy,Haute-Loire,LASSALLE Jean,15/02/2022,HAUTELOIRE,43,84,43VALSPRESLEPUY,43251
Mme,GALLIEN,Cécile,Maire,Vorey,Haute-Loire,MACRON Emmanuel,15/02/2022,HAUTELOIRE,43,84,43VOREY,43267
M.,GOBET,Roland,Maire,Sembadel,Haute-Loire,PÉCRESSE Valérie,15/02/2022,HAUTELOIRE,43,84,43SEMBADEL,43237
M.,MEYZONET,Philippe,Maire,Félines,Haute-Loire,PÉCRESSE Valérie,15/02/2022,HAUTELOIRE,43,84,43FELINES,43093
Mme,MICHEL,Sylvie,Maire,Saint-Julien-des-Chazes,Haute-Loire,ZEMMOUR Éric,15/02/2022,HAUTELOIRE,43,84,43SAINTJULIENDESCHAZES,43202
Mme,THOLLET,Dominique,Maire,Saint-Jean-de-Nay,Haute-Loire,DUPONT-AIGNAN Nicolas,17/02/2022,HAUTELOIRE,43,84,43SAINTJEANDENAY,43197
M.,GIBERT,Pierre,Maire,Costaros,Haute-Loire,HIDALGO Anne,17/02/2022,HAUTELOIRE,43,84,43COSTAROS,43077
M.,GIBERT,Christian,Maire,Saint-Julien-du-Pinet,Haute-Loire,PÉCRESSE Valérie,17/02/2022,HAUTELOIRE,43,84,43SAINTJULIENDUPINET,43203
Mme,POURRAT,Maryse,Maire,Connangles,Haute-Loire,ZEMMOUR Éric,17/02/2022,HAUTELOIRE,43,84,43CONNANGLES,43076
M.,FANGET,Yohann,Maire,Lapte,Haute-Loire,FORTANÉ Jean-Marc,22/02/2022,HAUTELOIRE,43,84,43LAPTE,43114
M.,ROCHE,André,Maire,Saint-Georges-Lagricol,Haute-Loire,PÉCRESSE Valérie,22/02/2022,HAUTELOIRE,43,84,43SAINTGEORGESLAGRICOL,43189
M.,CHAPELLE,Guy,Maire,Saint-Germain-Laprade,Haute-Loire,ROUSSEL Fabien,22/02/2022,HAUTELOIRE,43,84,43SAINTGERMAINLAPRADE,43190
M.,FOURET,Raymond,Maire,Sainte-Florine,Haute-Loire,TAUBIRA Christiane,22/02/2022,HAUTELOIRE,43,84,43SAINTEFLORINE,43185
M.,BARBALAT,Laurent,Maire,Loudes,Haute-Loire,HIDALGO Anne,24/02/2022,HAUTELOIRE,43,84,43LOUDES,43124
M.,JOUBERT,Michel,Maire,Chaspuzac,Haute-Loire,KOENIG Gaspard,24/02/2022,HAUTELOIRE,43,84,43CHASPUZAC,43062
Mme,VALENTIN,Isabelle,Députée,1ère circonscription,Haute-Loire,PÉCRESSE Valérie,24/02/2022,HAUTELOIRE,43,84,43ERECIRCONSCRIPTION,
M.,WAUQUIEZ,Laurent,Conseiller régional,Auvergne-Rhône-Alpes,Haute-Loire,PÉCRESSE Valérie,24/02/2022,HAUTELOIRE,43,84,43AUVERGNERHONEALPES,
M.,CATHONNET,Philippe,Maire,Lafarre,Haute-Loire,ZEMMOUR Éric,24/02/2022,HAUTELOIRE,43,84,43LAFARRE,43109
