Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
Mme,LICHTEBLAU,Monique,Maire,Neewiller-près-Lauterbourg,Bas-Rhin,BÉKAERT Corinne,08/02/2022,BASRHIN,67,44,67NEEWILLERPRESLAUTERBOURG,67315
Mme,IBIEM,Nadia Linda,Conseillère régionale,Grand Est,Bas-Rhin,HIDALGO Anne,08/02/2022,BASRHIN,67,44,67GRANDEST,
M.,FREMONT,Damien,Conseiller départemental,,Bas-Rhin,JADOT Yannick,08/02/2022,BASRHIN,67,44,67,
M.,PIELA,Jean-Pierre,Maire,Breitenbach,Bas-Rhin,JADOT Yannick,08/02/2022,BASRHIN,67,44,67BREITENBACH,67063
Mme,DU PARC,Hombeline,Conseillère régionale,Grand Est,Bas-Rhin,LE PEN Marine,08/02/2022,BASRHIN,67,44,67GRANDEST,
M.,ADONETH,Luc,Maire,Châtenois,Bas-Rhin,MACRON Emmanuel,08/02/2022,BASRHIN,67,44,67CHATENOIS,67073
M.,BAUER,Marcel,Maire,Sélestat,Bas-Rhin,MACRON Emmanuel,08/02/2022,BASRHIN,67,44,67SELESTAT,67462
M.,FRANTZ,Thierry,Maire,Andlau,Bas-Rhin,MACRON Emmanuel,08/02/2022,BASRHIN,67,44,67ANDLAU,67010
Mme,TENENBAUM,Anne,Conseillère départementale,,Bas-Rhin,MACRON Emmanuel,08/02/2022,BASRHIN,67,44,67,
M.,WITZ,Jean-Marc,Maire,Saint-Maurice,Bas-Rhin,MACRON Emmanuel,08/02/2022,BASRHIN,67,44,67SAINTMAURICE,67427
M.,WURSTEISEN,Jean-Jacques,Maire,Gungwiller,Bas-Rhin,MACRON Emmanuel,08/02/2022,BASRHIN,67,44,67GUNGWILLER,67178
M.,AMIET,Eric,Maire,Wolfisheim,Bas-Rhin,PÉCRESSE Valérie,08/02/2022,BASRHIN,67,44,67WOLFISHEIM,67551
M.,CLAUSS,Robin,Conseiller départemental,,Bas-Rhin,PÉCRESSE Valérie,08/02/2022,BASRHIN,67,44,67,
M.,DEGOURSY,Michel,Maire,Dalhunden,Bas-Rhin,PÉCRESSE Valérie,08/02/2022,BASRHIN,67,44,67DALHUNDEN,67082
M.,HEINTZ,Paul,Conseiller départemental,,Bas-Rhin,PÉCRESSE Valérie,08/02/2022,BASRHIN,67,44,67,
Mme,JEANPERT,Chantal,Conseillère départementale,,Bas-Rhin,PÉCRESSE Valérie,08/02/2022,BASRHIN,67,44,67,
M.,MEYER,Philippe,Député,6ème circonscription,Bas-Rhin,PÉCRESSE Valérie,08/02/2022,BASRHIN,67,44,67EMECIRCONSCRIPTION,
M.,SCHMIDT,Simon,Maire,Oermingen,Bas-Rhin,PÉCRESSE Valérie,08/02/2022,BASRHIN,67,44,67OERMINGEN,67355
M.,SOHLER,Olivier,Conseiller régional,Grand Est,Bas-Rhin,PÉCRESSE Valérie,08/02/2022,BASRHIN,67,44,67GRANDEST,
M.,SCHMITT,Jean-Marc,Maire,Harskirchen,Bas-Rhin,ZEMMOUR Éric,08/02/2022,BASRHIN,67,44,67HARSKIRCHEN,67183
M.,GEORGER,Frédéric,Maire,Reutenbourg,Bas-Rhin,DUPONT-AIGNAN Nicolas,10/02/2022,BASRHIN,67,44,67REUTENBOURG,67395
Mme,HAAG,Laure,Conseillère régionale,Grand Est,Bas-Rhin,JADOT Yannick,10/02/2022,BASRHIN,67,44,67GRANDEST,
M.,SCHNEIDER,François,Maire,Cosswiller,Bas-Rhin,JADOT Yannick,10/02/2022,BASRHIN,67,44,67COSSWILLER,67077
M.,GNAEDIG,Laurent,Conseiller régional,Grand Est,Bas-Rhin,LE PEN Marine,10/02/2022,BASRHIN,67,44,67GRANDEST,
M.,GUITTON,Jordan,Conseiller régional,Grand Est,Bas-Rhin,LE PEN Marine,10/02/2022,BASRHIN,67,44,67GRANDEST,
M.,NETZER,Jean-Lucien,Maire,Bischwiller,Bas-Rhin,MACRON Emmanuel,10/02/2022,BASRHIN,67,44,67BISCHWILLER,67046
Mme,RAFIK,Nawel,Conseillère régionale,Grand Est,Bas-Rhin,MACRON Emmanuel,10/02/2022,BASRHIN,67,44,67GRANDEST,
Mme,JUNG,Pauline,Conseillère régionale,Grand Est,Bas-Rhin,PÉCRESSE Valérie,10/02/2022,BASRHIN,67,44,67GRANDEST,
M.,SPACH,Thierry,Maire,Bischholtz,Bas-Rhin,PÉCRESSE Valérie,10/02/2022,BASRHIN,67,44,67BISCHHOLTZ,67044
M.,VETTER,Jean-Philippe,Conseiller départemental,,Bas-Rhin,PÉCRESSE Valérie,10/02/2022,BASRHIN,67,44,67,
M.,MULLER,André,Maire,Saint-Martin,Bas-Rhin,POUTOU Philippe,10/02/2022,BASRHIN,67,44,67SAINTMARTIN,67426
M.,GAST,René,Maire,Siegen,Bas-Rhin,ZEMMOUR Éric,10/02/2022,BASRHIN,67,44,67SIEGEN,67466
M.,HAENNEL,Jean-Paul Martin,Maire,Trimbach,Bas-Rhin,ZEMMOUR Éric,10/02/2022,BASRHIN,67,44,67TRIMBACH,67494
M.,WINLING,Nicolas,Maire,Dahlenheim,Bas-Rhin,DUPONT-AIGNAN Nicolas,15/02/2022,BASRHIN,67,44,67DAHLENHEIM,67081
Mme,BEY,Françoise,Conseillère départementale,,Bas-Rhin,HIDALGO Anne,15/02/2022,BASRHIN,67,44,67,
Mme,BARSEGHIAN,Jeanne,Maire,Strasbourg,Bas-Rhin,JADOT Yannick,15/02/2022,BASRHIN,67,44,67STRASBOURG,67482
M.,GONÇALVES,Alexandre,Maire,Still,Bas-Rhin,JADOT Yannick,15/02/2022,BASRHIN,67,44,67STILL,67480
M.,KLEIN,Pascal,Maire,Rothbach,Bas-Rhin,KAZIB Anasse,15/02/2022,BASRHIN,67,44,67ROTHBACH,67415
M.,TRAXEL,Jean-Paul,Maire,Eschwiller,Bas-Rhin,KUZMANOVIC Georges,15/02/2022,BASRHIN,67,44,67ESCHWILLER,67134
M.,DAVID,Joffrey,Maire,Fouchy,Bas-Rhin,MACRON Emmanuel,15/02/2022,BASRHIN,67,44,67FOUCHY,67143
M.,FERRY,Alain,Maire,Wisches,Bas-Rhin,MACRON Emmanuel,15/02/2022,BASRHIN,67,44,67WISCHES,67543
M.,ROHMER,Clément,Maire,Bootzheim,Bas-Rhin,MIGUET Nicolas,15/02/2022,BASRHIN,67,44,67BOOTZHEIM,67056
M.,HOLZSCHERER,Daniel,Maire,Pfalzweyer,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67PFALZWEYER,67373
Mme,HORNBECK,Nadège,Conseillère régionale,Grand Est,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67GRANDEST,
M.,KERN,Claude,Sénateur,,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67,
M.,MAURER,Jean-Philippe,Conseiller départemental,,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67,
M.,REISS,Frédéric,Député,8ème circonscription,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67EMECIRCONSCRIPTION,
M.,RIEDINGER,Denis,Maire,Hœrdt,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67HOERDT,67205
Mme,SCHALCK,Elsa,Sénatrice,,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67,
M.,SÉNÉ,Marc,Maire,Sarre-Union,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67SARREUNION,67434
M.,WOLF,Etienne,Maire,Brumath,Bas-Rhin,PÉCRESSE Valérie,15/02/2022,BASRHIN,67,44,67BRUMATH,67067
Mme,LARONZE,Fleur,Conseillère départementale,,Bas-Rhin,ROUSSEL Fabien,15/02/2022,BASRHIN,67,44,67,
Mme,TURAN,Hülliya,Conseillère régionale,Grand Est,Bas-Rhin,ROUSSEL Fabien,15/02/2022,BASRHIN,67,44,67GRANDEST,
M.,WAGNER,Jacky,Maire,Quatzenheim,Bas-Rhin,ROUSSEL Fabien,15/02/2022,BASRHIN,67,44,67QUATZENHEIM,67382
M.,DEYBACH,Claude,Maire,Ottrott,Bas-Rhin,ZEMMOUR Éric,15/02/2022,BASRHIN,67,44,67OTTROTT,67368
Mme,QUINTALLET,Ludivine,Conseillère départementale,,Bas-Rhin,JADOT Yannick,17/02/2022,BASRHIN,67,44,67,
M.,NICKLES,Jean-Pierre,Maire,Berg,Bas-Rhin,LE PEN Marine,17/02/2022,BASRHIN,67,44,67BERG,67029
M.,TRITSCHBERGER,Hervé,Maire,Eschbach,Bas-Rhin,MACRON Emmanuel,17/02/2022,BASRHIN,67,44,67ESCHBACH,67132
M.,WASERMAN,Sylvain,Député,2ème circonscription,Bas-Rhin,MACRON Emmanuel,17/02/2022,BASRHIN,67,44,67EMECIRCONSCRIPTION,
M.,GÉHIN,Pascal,Maire,Avolsheim,Bas-Rhin,ZEMMOUR Éric,17/02/2022,BASRHIN,67,44,67AVOLSHEIM,67016
M.,PFEIFFER-RINIE,Dominique,Maire,Preuschdorf,Bas-Rhin,CAHEZ Thierry,22/02/2022,BASRHIN,67,44,67PREUSCHDORF,67379
Mme,ROHFRITSCH,Anne-Marie,Maire déléguée d'une commune associée ou d'une commune déléguée,Berstett,Bas-Rhin,DUPONT-AIGNAN Nicolas,22/02/2022,BASRHIN,67,44,67BERSTETT,67034
M.,SCHERTZ,Christophe,Maire,Niedersteinbach,Bas-Rhin,DUPONT-AIGNAN Nicolas,22/02/2022,BASRHIN,67,44,67NIEDERSTEINBACH,67334
M.,KLEIN,Christophe,Maire,Kesseldorf,Bas-Rhin,LASSALLE Jean,22/02/2022,BASRHIN,67,44,67KESSELDORF,67235
M.,HANS,Thierry,Conseiller régional,Grand Est,Bas-Rhin,LE PEN Marine,22/02/2022,BASRHIN,67,44,67GRANDEST,
M.,NOLTE,Paul,Maire,Krautwiller,Bas-Rhin,PÉCRESSE Valérie,22/02/2022,BASRHIN,67,44,67KRAUTWILLER,67249
M.,PICARD,William,Maire,Monswiller,Bas-Rhin,PÉCRESSE Valérie,22/02/2022,BASRHIN,67,44,67MONSWILLER,67302
Mme,WEISS,Irène,Conseillère régionale,Grand Est,Bas-Rhin,PÉCRESSE Valérie,22/02/2022,BASRHIN,67,44,67GRANDEST,
M.,BLAESS,Fabien,Maire,Dangolsheim,Bas-Rhin,DUPONT-AIGNAN Nicolas,24/02/2022,BASRHIN,67,44,67DANGOLSHEIM,67085
M.,CORNEC,Jacques,Maire,Bourgheim,Bas-Rhin,DUPONT-AIGNAN Nicolas,24/02/2022,BASRHIN,67,44,67BOURGHEIM,67060
M.,STUTZMANN,Gérard,Maire,Durstel,Bas-Rhin,LASSALLE Jean,24/02/2022,BASRHIN,67,44,67DURSTEL,67111
M.,WEIGEL,Jacques,Maire,Salmbach,Bas-Rhin,PÉCRESSE Valérie,24/02/2022,BASRHIN,67,44,67SALMBACH,67432
Mme,ZELLER,Huguette,Conseillère régionale,Grand Est,Bas-Rhin,PÉCRESSE Valérie,24/02/2022,BASRHIN,67,44,67GRANDEST,
M.,KRILOFF,Sébastien,Maire,Neuhaeusel,Bas-Rhin,ZEMMOUR Éric,24/02/2022,BASRHIN,67,44,67NEUHAEUSEL,67319
M.,WURSTER,Alain,Maire,Stundwiller,Bas-Rhin,ZEMMOUR Éric,24/02/2022,BASRHIN,67,44,67STUNDWILLER,67484
