Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,CALONNE,Vincent,Maire,Saint-Pantaléon-de-Lapleau,Corrèze,LASSALLE Jean,10/02/2022,CORREZE,19,75,19SAINTPANTALEONDELAPLEAU,19228
M.,DERACHINOIS,Christian,Maire,Lanteuil,Corrèze,LASSALLE Jean,10/02/2022,CORREZE,19,75,19LANTEUIL,19105
M.,RINGENBACH,Daniel,Maire,Lagarde-Marc-la-Tour,Corrèze,LASSALLE Jean,10/02/2022,CORREZE,19,75,19LAGARDEMARCLATOUR,19098
M.,ALBARET,Dominique,Maire,Saint-Pardoux-la-Croisille,Corrèze,MÉLENCHON Jean-Luc,10/02/2022,CORREZE,19,75,19SAINTPARDOUXLACROISILLE,19231
M.,LAVASTROU,Gérard,Maire,La Chapelle-aux-Saints,Corrèze,PÉCRESSE Valérie,10/02/2022,CORREZE,19,75,19LACHAPELLEAUXSAINTS,19044
M.,PEYRET,Franck,Conseiller départemental,,Corrèze,PÉCRESSE Valérie,10/02/2022,CORREZE,19,75,19,
Mme,ROME,Hélène,Conseillère départementale,,Corrèze,PÉCRESSE Valérie,10/02/2022,CORREZE,19,75,19,
Mme,TAURISSON,Valérie,Conseillère départementale,,Corrèze,PÉCRESSE Valérie,10/02/2022,CORREZE,19,75,19,
Mme,REYDY,Annabelle,Conseillère régionale,Nouvelle-Aquitaine,Corrèze,ROUSSEL Fabien,10/02/2022,CORREZE,19,75,19NOUVELLEAQUITAINE,
M.,PATIER,François,Maire,Nespouls,Corrèze,COJAN Patrick,15/02/2022,CORREZE,19,75,19NESPOULS,19147
M.,MICHEL,Jean-Louis,Maire,Segonzac,Corrèze,DUPONT-AIGNAN Nicolas,15/02/2022,CORREZE,19,75,19SEGONZAC,19253
M.,DUCHAMP,Sébastien,Maire,Argentat-sur-Dordogne,Corrèze,HIDALGO Anne,15/02/2022,CORREZE,19,75,19ARGENTATSURDORDOGNE,19010
Mme,DEWAELE,Amandine,Conseillère régionale,Nouvelle-Aquitaine,Corrèze,JADOT Yannick,15/02/2022,CORREZE,19,75,19NOUVELLEAQUITAINE,
M.,LONGY,Hervé,Maire,Naves,Corrèze,JADOT Yannick,15/02/2022,CORREZE,19,75,19NAVES,19146
M.,AOÛT,Jean Pierre,Maire,Chapelle-Spinasse,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19CHAPELLESPINASSE,19046
Mme,AUDEGUIL,Agnes,Conseillère départementale,,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19,
Mme,CORCORAL,Christine,Maire,Vars-sur-Roseix,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19VARSSURROSEIX,19279
M.,DELPECH,Jean Jacques,Conseiller départemental,,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19,
M.,HERMAND,Pascal,Maire,Concèze,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19CONCEZE,19059
M.,LAUGA,Jean-Jacques,Maire,Saint-Jal,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19SAINTJAL,19213
M.,MARSALEIX,Didier,Maire,Saint-Bonnet-l'Enfantier,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19SAINTBONNETLENFANTIER,19188
Mme,MAURIN,Sandrine,Conseillère départementale,,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19,
Mme,PADILLA-RATELADE,Marilou,Conseillère départementale,,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19,
M.,PENOT,Alain,Maire,Saint-Germain-les-Vergnes,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19SAINTGERMAINLESVERGNES,19207
Mme,POULVEREL,Nicole,Maire,Voutezac,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19VOUTEZAC,19288
M.,TAGUET,Jean-Marie,Conseiller départemental,,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19,
M.,ZIOLO,Eric,Maire,Bort-les-Orgues,Corrèze,PÉCRESSE Valérie,15/02/2022,CORREZE,19,75,19BORTLESORGUES,19028
M.,MOUZAT,Jean,Maire,Chanteix,Corrèze,ROUSSEL Fabien,15/02/2022,CORREZE,19,75,19CHANTEIX,19042
M.,CARON,Christophe,Maire,Meyssac,Corrèze,ARTHAUD Nathalie,17/02/2022,CORREZE,19,75,19MEYSSAC,19138
M.,LOGE,Jean-François,Maire,Sornac,Corrèze,LASSALLE Jean,17/02/2022,CORREZE,19,75,19SORNAC,19261
Mme,DELIBIT,Sandra,Conseillère régionale,Nouvelle-Aquitaine,Corrèze,PÉCRESSE Valérie,17/02/2022,CORREZE,19,75,19NOUVELLEAQUITAINE,
M.,GLENZ,Richard,Maire délégué d'une commune associée ou d'une commune déléguée,Argentat-sur-Dordogne,Corrèze,PÉCRESSE Valérie,17/02/2022,CORREZE,19,75,19ARGENTATSURDORDOGNE,19010
M.,GRADOR,Jean Paul,Maire,Uzerche,Corrèze,ROUSSEL Fabien,17/02/2022,CORREZE,19,75,19UZERCHE,19276
M.,MOISSON,Albert,Maire,Neuville,Corrèze,ROUSSEL Fabien,17/02/2022,CORREZE,19,75,19NEUVILLE,19149
M.,GALINON,Eric,Maire,Le Pescher,Corrèze,ARTHAUD Nathalie,22/02/2022,CORREZE,19,75,19LEPESCHER,19163
M.,SALLARD,Jean-Basile,Maire,Saint-Privat,Corrèze,HIDALGO Anne,22/02/2022,CORREZE,19,75,19SAINTPRIVAT,19237
M.,JOUVE,Nicolas,Maire,Confolent-Port-Dieu,Corrèze,LASSALLE Jean,22/02/2022,CORREZE,19,75,19CONFOLENTPORTDIEU,19167
M.,REYNAL,Bernard,Maire,Astaillac,Corrèze,LASSALLE Jean,22/02/2022,CORREZE,19,75,19ASTAILLAC,19012
M.,ZIZARD,Alain,Maire,Lascaux,Corrèze,MACRON Emmanuel,22/02/2022,CORREZE,19,75,19LASCAUX,19109
Mme,LABORDE-BRESSY,Nathalie,Maire,Sérilhac,Corrèze,PÉCRESSE Valérie,22/02/2022,CORREZE,19,75,19SERILHAC,19257
M.,SIMONET,Alain,Maire,Albignac,Corrèze,PÉCRESSE Valérie,22/02/2022,CORREZE,19,75,19ALBIGNAC,19003
Mme,GORON,Béatrice,Maire,Pandrignes,Corrèze,TAUBIRA Christiane,22/02/2022,CORREZE,19,75,19PANDRIGNES,19158
Mme,SOULEFOUR,Marie Christine,Maire,Latronche,Corrèze,THOUY Hélène,22/02/2022,CORREZE,19,75,19LATRONCHE,19110
M.,DA FONSECA,Thierry,Maire,Sexcles,Corrèze,ZEMMOUR Éric,22/02/2022,CORREZE,19,75,19SEXCLES,19259
M.,GERAUDIE,Marc,Maire,Seilhac,Corrèze,MÉLENCHON Jean-Luc,24/02/2022,CORREZE,19,75,19SEILHAC,19255
Mme,CHAMBON,Sophie,Conseillère départementale,,Corrèze,PÉCRESSE Valérie,24/02/2022,CORREZE,19,75,19,
Mme,CHAUFFOUR ROBINET,Rosine,Conseillère départementale,,Corrèze,PÉCRESSE Valérie,24/02/2022,CORREZE,19,75,19,
M.,COMBY,Francis,Maire,Beyssenac,Corrèze,PÉCRESSE Valérie,24/02/2022,CORREZE,19,75,19BEYSSENAC,19025
M.,LISSAJOUX,Christophe,Maire,Ménoire,Corrèze,TAUBIRA Christiane,24/02/2022,CORREZE,19,75,19MENOIRE,19132
