Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,OUZOULIAS,Pierre,Sénateur,,Hauts-de-Seine,ROUSSEL Fabien,03/02/2022,HAUTSDESEINE,92,11,92,
Mme,BARTHELEMY-RUIZ,Chantal,Conseillère départementale,,Hauts-de-Seine,HIDALGO Anne,08/02/2022,HAUTSDESEINE,92,11,92,
Mme,BROBECKER,Astrid,Conseillère départementale,,Hauts-de-Seine,JADOT Yannick,08/02/2022,HAUTSDESEINE,92,11,92,
Mme,FLORENNES,Isabelle,Députée,4ème circonscription,Hauts-de-Seine,MACRON Emmanuel,08/02/2022,HAUTSDESEINE,92,11,92EMECIRCONSCRIPTION,
Mme,FOURCADE,Alexandra,Conseillère départementale,,Hauts-de-Seine,MACRON Emmanuel,08/02/2022,HAUTSDESEINE,92,11,92,
M.,IACOVELLI,Xavier,Sénateur,,Hauts-de-Seine,MACRON Emmanuel,08/02/2022,HAUTSDESEINE,92,11,92,
M.,MAIRE,Jacques,Député,8ème circonscription,Hauts-de-Seine,MACRON Emmanuel,08/02/2022,HAUTSDESEINE,92,11,92EMECIRCONSCRIPTION,
M.,SOLERE,Thierry,Conseiller régional,Île-De-France,Hauts-de-Seine,MACRON Emmanuel,08/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,QNOUCH,Raphaël,Conseiller régional,Île-De-France,Hauts-de-Seine,MÉLENCHON Jean-Luc,08/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,AESCHLIMANN,Marie-Do,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,BERGER,Jean-Didier,Maire,Clamart,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92CLAMART,92023
Mme,BERGEROL,Véronique,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
M.,BOUDY,Guillaume,Maire,Suresnes,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92SURESNES,92073
Mme,CECCALDI-RAYNAUD,Joëlle,Maire,Puteaux,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92PUTEAUX,92062
Mme,DEMBLON,Rita,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
Mme,DE PAMPELONNE,Florence,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,FISCHER,Josiane,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
M.,FRANCHI,Vincent,Conseiller départemental,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
M.,GAUDUCHEAU,Bernard,Maire,Vanves,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92VANVES,92075
Mme,GODIN,Marie-Laure,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
M.,LAM,Thomas,Conseiller départemental,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
Mme,LEDERMAN,Nathaly,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
Mme,LE GRIP,Constance,Députée,6ème circonscription,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92EMECIRCONSCRIPTION,
Mme,LIMOGE,Marie-Pierre,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
M.,PELAIN,Pascal,Maire,Villeneuve-la-Garenne,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92VILLENEUVELAGARENNE,92078
Mme,PITROU,Nathalie,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
Mme,POTTIER-DUMAS,Agnès,Maire,Levallois-Perret,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92LEVALLOISPERRET,92044
M.,SIFFREDI,Georges,Conseiller départemental,,Hauts-de-Seine,PÉCRESSE Valérie,08/02/2022,HAUTSDESEINE,92,11,92,
Mme,BELHOMME-DUPONT,Jacqueline,Maire,Malakoff,Hauts-de-Seine,ROUSSEL Fabien,08/02/2022,HAUTSDESEINE,92,11,92MALAKOFF,92046
Mme,MOUADDINE,Nadia,Conseillère départementale,,Hauts-de-Seine,ROUSSEL Fabien,08/02/2022,HAUTSDESEINE,92,11,92,
Mme,NENNER,Charlotte,Conseillère régionale,Île-De-France,Hauts-de-Seine,JADOT Yannick,10/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,GATTOLIN,André,Sénateur,,Hauts-de-Seine,MACRON Emmanuel,10/02/2022,HAUTSDESEINE,92,11,92,
M.,ORJEBIN,Viannay,Conseiller régional,Île-De-France,Hauts-de-Seine,MÉLENCHON Jean-Luc,10/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,BAGUET,Pierre-Christophe,Maire,Boulogne-Billancourt,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92BOULOGNEBILLANCOURT,92012
M.,GABRIEL,Denis,Conseiller régional,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,HAMZA,Nassera,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,JACOB-CHAILLET,Marion,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,JUVIN,Philippe,Maire,La Garenne-Colombes,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92LAGARENNECOLOMBES,92035
Mme,LIEBMANN MONZANI,Sandra,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,MARIAUD,Sylvie,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,MESADIEU,Anne-Louise,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,SEGAUD,Carl,Maire,Châtenay-Malabry,Hauts-de-Seine,PÉCRESSE Valérie,10/02/2022,HAUTSDESEINE,92,11,92CHATENAYMALABRY,92019
Mme,CILLIERES,Hélène,Conseillère départementale,,Hauts-de-Seine,ROUSSEL Fabien,10/02/2022,HAUTSDESEINE,92,11,92,
M.,CHAIMOVITCH,Patrick,Maire,Colombes,Hauts-de-Seine,JADOT Yannick,15/02/2022,HAUTSDESEINE,92,11,92COLOMBES,92025
Mme,DUMAS,Frédérique,Députée,13ème circonscription,Hauts-de-Seine,JADOT Yannick,15/02/2022,HAUTSDESEINE,92,11,92EMECIRCONSCRIPTION,
Mme,TRICHET-ALLAIRE,Dominique,Conseillère départementale,,Hauts-de-Seine,JADOT Yannick,15/02/2022,HAUTSDESEINE,92,11,92,
Mme,LE PEN,Marie-Caroline,Conseillère régionale,Île-De-France,Hauts-de-Seine,LE PEN Marine,15/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,AESCHLIMANN,Manuel,Maire,Asnières-sur-Seine,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92ASNIERESSURSEINE,92004
Mme,BAELDE,Charlotte,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,CAULLERY,Isabelle,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92,
Mme,CHAROY,Marie-Noëlle,Conseillère départementale,,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92,
M.,COURTES,Daniel,Conseiller départemental,,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92,
M.,DE LA RONCIÈRE,Grégoire,Maire,Sèvres,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92SEVRES,92072
M.,DENIZIOT,Pierre,Conseiller régional,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,GUERIN,Sébastien,Conseiller régional,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,JULIARD-GENDARME,Armelle,Conseillère régionale,Île-De-France,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,LARGHERO,Denis,Maire,Meudon,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92MEUDON,92048
M.,LENGEREAU,Etienne,Maire,Montrouge,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92MONTROUGE,92049
M.,MARSEILLE,Hervé,Sénateur,,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92,
M.,MUZEAU,Rémi,Maire,Clichy,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92CLICHY,92024
M.,PERRIN,Jacques,Maire,Le Plessis-Robinson,Hauts-de-Seine,PÉCRESSE Valérie,15/02/2022,HAUTSDESEINE,92,11,92LEPLESSISROBINSON,92060
M.,DATCHARRY,Denis,Conseiller départemental,,Hauts-de-Seine,ROUSSEL Fabien,15/02/2022,HAUTSDESEINE,92,11,92,
M.,BENARAFA,Najib,Conseiller départemental,,Hauts-de-Seine,JADOT Yannick,17/02/2022,HAUTSDESEINE,92,11,92,
M.,DE SAINT JUST,Wallerand,Conseiller régional,Île-De-France,Hauts-de-Seine,LE PEN Marine,17/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
M.,KOSSOWSKI,Jacques,Maire,Courbevoie,Hauts-de-Seine,PÉCRESSE Valérie,17/02/2022,HAUTSDESEINE,92,11,92COURBEVOIE,92026
M.,SANTINI,André,Maire,Issy-les-Moulineaux,Hauts-de-Seine,PÉCRESSE Valérie,22/02/2022,HAUTSDESEINE,92,11,92ISSYLESMOULINEAUX,92040
Mme,GUILLERM,Carole,Conseillère régionale,Île-De-France,Hauts-de-Seine,MACRON Emmanuel,24/02/2022,HAUTSDESEINE,92,11,92ILEDEFRANCE,
Mme,LE MOAL,Alice,Conseillère départementale,,Hauts-de-Seine,MACRON Emmanuel,24/02/2022,HAUTSDESEINE,92,11,92,
M.,GUILCHER,Ludovic,Conseiller départemental,,Hauts-de-Seine,PÉCRESSE Valérie,24/02/2022,HAUTSDESEINE,92,11,92,
