Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,IRIGOIN,Jean-Pierre,Maire,Ainhice-Mongelos,Pyrénées-Atlantiques,LASSALLE Jean,03/02/2022,PYRENEESATLANTIQUES,64,75,64AINHICEMONGELOS,64013
M.,LAPERNE,Roland Benoît,Maire,Asasp-Arros,Pyrénées-Atlantiques,LASSALLE Jean,03/02/2022,PYRENEESATLANTIQUES,64,75,64ASASPARROS,64064
M.,MAUNAS,Patrick,Maire,Lées-Athas,Pyrénées-Atlantiques,LASSALLE Jean,03/02/2022,PYRENEESATLANTIQUES,64,75,64LEESATHAS,64330
M.,PEDEHONTAA,Jacques,Maire,Laàs,Pyrénées-Atlantiques,LASSALLE Jean,03/02/2022,PYRENEESATLANTIQUES,64,75,64LAAS,64287
M.,RECALT,Claude,Maire,Etchebar,Pyrénées-Atlantiques,LASSALLE Jean,03/02/2022,PYRENEESATLANTIQUES,64,75,64ETCHEBAR,64222
M.,SARRAILH,Gérard,Maire,Louvie-Soubiron,Pyrénées-Atlantiques,LASSALLE Jean,03/02/2022,PYRENEESATLANTIQUES,64,75,64LOUVIESOUBIRON,64354
M.,BRU,Vincent,Député,6ème circonscription,Pyrénées-Atlantiques,MACRON Emmanuel,03/02/2022,PYRENEESATLANTIQUES,64,75,64EMECIRCONSCRIPTION,
Mme,TROUNDAY-IDIART,Annick,Conseillère départementale,,Pyrénées-Atlantiques,MACRON Emmanuel,03/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,LENGLET,Alain,Maire,Ozenx-Montestrucq,Pyrénées-Atlantiques,MÉLENCHON Jean-Luc,03/02/2022,PYRENEESATLANTIQUES,64,75,64OZENXMONTESTRUCQ,64440
M.,BRISSON,Max,Sénateur,,Pyrénées-Atlantiques,PÉCRESSE Valérie,03/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,IRIGOYEN,Jean-François,Maire,Saint-Jean-de-Luz,Pyrénées-Atlantiques,PÉCRESSE Valérie,03/02/2022,PYRENEESATLANTIQUES,64,75,64SAINTJEANDELUZ,64483
M.,PATRIARCHE,Nicolas,Maire,Lons,Pyrénées-Atlantiques,PÉCRESSE Valérie,03/02/2022,PYRENEESATLANTIQUES,64,75,64LONS,64348
M.,HUGLA,David,Maire,Lahonce,Pyrénées-Atlantiques,POUTOU Philippe,03/02/2022,PYRENEESATLANTIQUES,64,75,64LAHONCE,64304
M.,SAINTE-MARIE,Andde,Conseiller régional,Nouvelle-Aquitaine,Pyrénées-Atlantiques,POUTOU Philippe,03/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
M.,LABADOT,Louis,Maire,Mauléon-Licharre,Pyrénées-Atlantiques,ROUSSEL Fabien,03/02/2022,PYRENEESATLANTIQUES,64,75,64MAULEONLICHARRE,64371
M.,PRAT,Jean-Bernard,Maire,Boumourt,Pyrénées-Atlantiques,ROUSSEL Fabien,03/02/2022,PYRENEESATLANTIQUES,64,75,64BOUMOURT,64144
Mme,TARIOL,Béatrice,Conseillère régionale,Nouvelle-Aquitaine,Pyrénées-Atlantiques,ROUSSEL Fabien,03/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
M.,SAINT-ESTEVEN,Marc,Maire,Villefranque,Pyrénées-Atlantiques,ARTHAUD Nathalie,08/02/2022,PYRENEESATLANTIQUES,64,75,64VILLEFRANQUE,64558
M.,SEBAT,Francis,Maire,Bédeille,Pyrénées-Atlantiques,DUPONT-AIGNAN Nicolas,08/02/2022,PYRENEESATLANTIQUES,64,75,64BEDEILLE,64103
Mme,MAZA,Stéphanie,Conseillère départementale,,Pyrénées-Atlantiques,HIDALGO Anne,08/02/2022,PYRENEESATLANTIQUES,64,75,64,
Mme,BUSSIERE,Sophie,Conseillère régionale,Nouvelle-Aquitaine,Pyrénées-Atlantiques,JADOT Yannick,08/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
M.,CASTET,Eric,Maire,Uzein,Pyrénées-Atlantiques,JADOT Yannick,08/02/2022,PYRENEESATLANTIQUES,64,75,64UZEIN,64549
M.,DAMESTOY,Didier,Conseiller régional,Nouvelle-Aquitaine,Pyrénées-Atlantiques,JADOT Yannick,08/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
Mme,BOSCQ,Josette,Maire,Musculdy,Pyrénées-Atlantiques,KAZIB Anasse,08/02/2022,PYRENEESATLANTIQUES,64,75,64MUSCULDY,64411
Mme,DAUGAS,Sylvie,Maire,Baliros,Pyrénées-Atlantiques,KAZIB Anasse,08/02/2022,PYRENEESATLANTIQUES,64,75,64BALIROS,64091
Mme,GAIGNARD,Katy,Maire,Maure,Pyrénées-Atlantiques,KAZIB Anasse,08/02/2022,PYRENEESATLANTIQUES,64,75,64MAURE,64372
M.,GOYHENEIX,Joseph,Maire,Lecumberry,Pyrénées-Atlantiques,KAZIB Anasse,08/02/2022,PYRENEESATLANTIQUES,64,75,64LECUMBERRY,64327
M.,IRIART,Jean-Dominique,Maire,Larrau,Pyrénées-Atlantiques,KAZIB Anasse,08/02/2022,PYRENEESATLANTIQUES,64,75,64LARRAU,64316
M.,LAFONTAN,Eric,Maire,Garlède-Mondebat,Pyrénées-Atlantiques,KAZIB Anasse,08/02/2022,PYRENEESATLANTIQUES,64,75,64GARLEDEMONDEBAT,64232
M.,VENANT,Jean,Maire,Lème,Pyrénées-Atlantiques,KAZIB Anasse,08/02/2022,PYRENEESATLANTIQUES,64,75,64LEME,64332
M.,AYPHASSORHO,Sylvain,Maire,Roquiague,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64ROQUIAGUE,64468
M.,BALDAN,Patrick,Maire,Castetnau-Camblong,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64CASTETNAUCAMBLONG,64178
M.,BURS,Gérard,Maire,Osse-en-Aspe,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64OSSEENASPE,64433
M.,CAZET,Michel,Maire,Saint-Abit,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64SAINTABIT,64469
Mme,CLOT,Marthe,Maire,Lourdios-Ichère,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64LOURDIOSICHERE,64351
M.,DAGUERRE,André,Maire,Charre,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64CHARRE,64186
M.,IDIART,Michel,Maire,Lasse,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64LASSE,64322
M.,JUNGALAS,Bruno,Maire,Sarrance,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64SARRANCE,64506
M.,LEGROS,David,Maire,Auga,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64AUGA,64077
M.,LEPRETRE,Gérard,Maire,Lurbe-Saint-Christau,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64LURBESAINTCHRISTAU,64360
M.,MIRANDE,Jean Pierre,Conseiller départemental,,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,TOUZAA,Guy,Maire,Oraàs,Pyrénées-Atlantiques,LASSALLE Jean,08/02/2022,PYRENEESATLANTIQUES,64,75,64ORAAS,64423
M.,ALLEMAN,Olivier,Conseiller départemental,,Pyrénées-Atlantiques,MACRON Emmanuel,08/02/2022,PYRENEESATLANTIQUES,64,75,64,
Mme,LASSERRE,Florence,Députée,5ème circonscription,Pyrénées-Atlantiques,MACRON Emmanuel,08/02/2022,PYRENEESATLANTIQUES,64,75,64EMECIRCONSCRIPTION,
Mme,MANGE,Christelle,Maire,Chéraute,Pyrénées-Atlantiques,MACRON Emmanuel,08/02/2022,PYRENEESATLANTIQUES,64,75,64CHERAUTE,64188
Mme,SAINT-PE,Denise,Sénatrice,,Pyrénées-Atlantiques,MACRON Emmanuel,08/02/2022,PYRENEESATLANTIQUES,64,75,64,
Mme,AROSTEGUY,Maïder,Maire,Biarritz,Pyrénées-Atlantiques,PÉCRESSE Valérie,08/02/2022,PYRENEESATLANTIQUES,64,75,64BIARRITZ,64122
Mme,DARRASSE,Nicole,Conseillère départementale,,Pyrénées-Atlantiques,PÉCRESSE Valérie,08/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,DELGUE,Lucien,Maire,Armendarits,Pyrénées-Atlantiques,PÉCRESSE Valérie,08/02/2022,PYRENEESATLANTIQUES,64,75,64ARMENDARITS,64046
Mme,LAFARGUE,Sandrine,Conseillère départementale,,Pyrénées-Atlantiques,PÉCRESSE Valérie,08/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,OLIVE,Claude,Maire,Anglet,Pyrénées-Atlantiques,PÉCRESSE Valérie,08/02/2022,PYRENEESATLANTIQUES,64,75,64ANGLET,64024
M.,OXIBAR,Marc,Conseiller régional,Nouvelle-Aquitaine,Pyrénées-Atlantiques,PÉCRESSE Valérie,08/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
Mme,ELGOYHEN,Monique,Maire,Lichans-Sunhar,Pyrénées-Atlantiques,POUTOU Philippe,08/02/2022,PYRENEESATLANTIQUES,64,75,64LICHANSSUNHAR,64340
Mme,NABARRA,Dorothée,Maire,Lacarry-Arhan-Charritte-de-Haut,Pyrénées-Atlantiques,POUTOU Philippe,08/02/2022,PYRENEESATLANTIQUES,64,75,64LACARRYARHANCHARRITTEDEHAUT,64298
Mme,POVEDA,Annie,Conseillère départementale,,Pyrénées-Atlantiques,POUTOU Philippe,08/02/2022,PYRENEESATLANTIQUES,64,75,64,
Mme,LARROUY,Isabelle,Conseillère régionale,Nouvelle-Aquitaine,Pyrénées-Atlantiques,ROUSSEL Fabien,08/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
M.,LAURENT,Patrice,Maire,Mourenx,Pyrénées-Atlantiques,ROUSSEL Fabien,08/02/2022,PYRENEESATLANTIQUES,64,75,64MOURENX,64410
M.,MORA,Bernard,Maire délégué d'une commune associée ou d'une commune déléguée,Asasp-Arros,Pyrénées-Atlantiques,ROUSSEL Fabien,08/02/2022,PYRENEESATLANTIQUES,64,75,64ASASPARROS,64064
Mme,DUCLERC,Dominique,Maire,Bassillon-Vauzé,Pyrénées-Atlantiques,THOUY Hélène,08/02/2022,PYRENEESATLANTIQUES,64,75,64BASSILLONVAUZE,64098
M.,LACOSTE,Francis,Maire,Monassut-Audiracq,Pyrénées-Atlantiques,ZEMMOUR Éric,08/02/2022,PYRENEESATLANTIQUES,64,75,64MONASSUTAUDIRACQ,64389
M.,BALESTA,Patrick,Maire,Autevielle-Saint-Martin-Bideren,Pyrénées-Atlantiques,DUPONT-AIGNAN Nicolas,10/02/2022,PYRENEESATLANTIQUES,64,75,64AUTEVIELLESAINTMARTINBIDEREN,64083
M.,DUPOUY-BAS,Pierre,Maire,Pouliacq,Pyrénées-Atlantiques,DUPONT-AIGNAN Nicolas,10/02/2022,PYRENEESATLANTIQUES,64,75,64POULIACQ,64456
Mme,DERVILLE,Sandrine,Conseillère régionale,Nouvelle-Aquitaine,Pyrénées-Atlantiques,HIDALGO Anne,10/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
M.,AGOUTBORDE,Jean,Maire,Barraute-Camu,Pyrénées-Atlantiques,LASSALLE Jean,10/02/2022,PYRENEESATLANTIQUES,64,75,64BARRAUTECAMU,64096
M.,ERREÇARRET,Anicet,Maire,Alçay-Alçabéhéty-Sunharette,Pyrénées-Atlantiques,LASSALLE Jean,10/02/2022,PYRENEESATLANTIQUES,64,75,64ALCAYALCABEHETYSUNHARETTE,64015
M.,LACAZE,Julien,Maire,Lamayou,Pyrénées-Atlantiques,LASSALLE Jean,10/02/2022,PYRENEESATLANTIQUES,64,75,64LAMAYOU,64309
M.,LAFFITTE,Jean-Marc,Maire,Labatut-Figuières,Pyrénées-Atlantiques,LASSALLE Jean,10/02/2022,PYRENEESATLANTIQUES,64,75,64LABATUTFIGUIERES,64293
M.,PEREZ,Marc,Maire,Ramous,Pyrénées-Atlantiques,LASSALLE Jean,10/02/2022,PYRENEESATLANTIQUES,64,75,64RAMOUS,64462
M.,SUSBIELLES,Philippe,Maire,Bugnein,Pyrénées-Atlantiques,LASSALLE Jean,10/02/2022,PYRENEESATLANTIQUES,64,75,64BUGNEIN,64149
Mme,JOINT,Frédérique,Conseillère régionale,Nouvelle-Aquitaine,Pyrénées-Atlantiques,LE PEN Marine,10/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
M.,CUYAUBÉ,Michel,Maire,Sévignacq,Pyrénées-Atlantiques,MACRON Emmanuel,10/02/2022,PYRENEESATLANTIQUES,64,75,64SEVIGNACQ,64523
Mme,MEYZENC,Sylvie,Conseillère départementale,,Pyrénées-Atlantiques,PÉCRESSE Valérie,10/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,ELIZALDE,Iker,Conseiller départemental,,Pyrénées-Atlantiques,POUTOU Philippe,10/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,CHÉRET,Pierre,Conseiller régional,Nouvelle-Aquitaine,Pyrénées-Atlantiques,HIDALGO Anne,15/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
M.,PETCHOT-BACQUÉ,Christian,Maire,Lagos,Pyrénées-Atlantiques,HIDALGO Anne,15/02/2022,PYRENEESATLANTIQUES,64,75,64LAGOS,64302
M.,VIRTO,Stéphane,Maire,Mirepeix,Pyrénées-Atlantiques,HIDALGO Anne,15/02/2022,PYRENEESATLANTIQUES,64,75,64MIREPEIX,64386
M.,BENOIT,Louis,Maire,Saint-Goin,Pyrénées-Atlantiques,LASSALLE Jean,15/02/2022,PYRENEESATLANTIQUES,64,75,64SAINTGOIN,64481
M.,CONTOU-CARRÈRE,Michel,Maire,Géronce,Pyrénées-Atlantiques,LASSALLE Jean,15/02/2022,PYRENEESATLANTIQUES,64,75,64GERONCE,64241
M.,LOUSTALET,Patrick,Maire,Carresse-Cassaber,Pyrénées-Atlantiques,LASSALLE Jean,15/02/2022,PYRENEESATLANTIQUES,64,75,64CARRESSECASSABER,64168
M.,LOUSTAU-CHARTEZ,Nicolas,Maire,Précilhon,Pyrénées-Atlantiques,LASSALLE Jean,15/02/2022,PYRENEESATLANTIQUES,64,75,64PRECILHON,64460
M.,VERRIERE,François,Conseiller régional,Nouvelle-Aquitaine,Pyrénées-Atlantiques,LE PEN Marine,15/02/2022,PYRENEESATLANTIQUES,64,75,64NOUVELLEAQUITAINE,
M.,DUPLAA,Eric,Maire,Piets-Plasence-Moustrou,Pyrénées-Atlantiques,MACRON Emmanuel,15/02/2022,PYRENEESATLANTIQUES,64,75,64PIETSPLASENCEMOUSTROU,64447
M.,GONZALEZ,Francis,Maire,Boucau,Pyrénées-Atlantiques,MACRON Emmanuel,15/02/2022,PYRENEESATLANTIQUES,64,75,64BOUCAU,64140
Mme,LAHORE,Isabelle,Conseillère départementale,,Pyrénées-Atlantiques,MACRON Emmanuel,15/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,LUCANTE,Michel,Maire,Coarraze,Pyrénées-Atlantiques,MACRON Emmanuel,15/02/2022,PYRENEESATLANTIQUES,64,75,64COARRAZE,64191
M.,CHANTRE,Michel,Maire,Simacourbe,Pyrénées-Atlantiques,MÉLENCHON Jean-Luc,15/02/2022,PYRENEESATLANTIQUES,64,75,64SIMACOURBE,64524
M.,IRIART,Alain,Maire,Saint-Pierre-d'Irube,Pyrénées-Atlantiques,POUTOU Philippe,15/02/2022,PYRENEESATLANTIQUES,64,75,64SAINTPIERREDIRUBE,64496
M.,BOCHER,Franck,Maire,Ponson-Debat-Pouts,Pyrénées-Atlantiques,JADOT Yannick,17/02/2022,PYRENEESATLANTIQUES,64,75,64PONSONDEBATPOUTS,64451
Mme,CHAPAR,Marie-Agnès,Maire,Lohitzun-Oyhercq,Pyrénées-Atlantiques,KAZIB Anasse,17/02/2022,PYRENEESATLANTIQUES,64,75,64LOHITZUNOYHERCQ,64345
M.,HOURQUEBIE,Jean,Maire,Castagnède,Pyrénées-Atlantiques,LASSALLE Jean,17/02/2022,PYRENEESATLANTIQUES,64,75,64CASTAGNEDE,64170
M.,DUPONT,Bernard,Conseiller départemental,,Pyrénées-Atlantiques,MACRON Emmanuel,17/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,LASSERRE,Jean-Jacques,Conseiller départemental,,Pyrénées-Atlantiques,MACRON Emmanuel,17/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,AUSSANT,Claude,Maire,Arudy,Pyrénées-Atlantiques,MÉLENCHON Jean-Luc,17/02/2022,PYRENEESATLANTIQUES,64,75,64ARUDY,64062
M.,IRIGOIN,Didier,Maire,Béguios,Pyrénées-Atlantiques,PÉCRESSE Valérie,17/02/2022,PYRENEESATLANTIQUES,64,75,64BEGUIOS,64105
M.,LASSALLE,Jean,Député,4ème circonscription,Pyrénées-Atlantiques,POUTOU Philippe,17/02/2022,PYRENEESATLANTIQUES,64,75,64EMECIRCONSCRIPTION,
Mme,LUBERRIAGA,Bénédicte,Conseillère départementale,,Pyrénées-Atlantiques,SMATI  Rafik,17/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,POUBLAN,Pierre,Maire,Aubous,Pyrénées-Atlantiques,ZEMMOUR Éric,17/02/2022,PYRENEESATLANTIQUES,64,75,64AUBOUS,64074
M.,LUPIET,Serge,Maire,Aubin,Pyrénées-Atlantiques,ARTHAUD Nathalie,22/02/2022,PYRENEESATLANTIQUES,64,75,64AUBIN,64073
M.,LACARRERE,Florent,Maire,Labatmale,Pyrénées-Atlantiques,HIDALGO Anne,22/02/2022,PYRENEESATLANTIQUES,64,75,64LABATMALE,64292
Mme,REVEL,Valérie,Maire,Lescar,Pyrénées-Atlantiques,HIDALGO Anne,22/02/2022,PYRENEESATLANTIQUES,64,75,64LESCAR,64335
M.,ANGLADE,Jean-François,Maire,Labets-Biscay,Pyrénées-Atlantiques,LASSALLE Jean,22/02/2022,PYRENEESATLANTIQUES,64,75,64LABETSBISCAY,64294
M.,CASADEBAIG,Robert,Maire,Laruns,Pyrénées-Atlantiques,LASSALLE Jean,22/02/2022,PYRENEESATLANTIQUES,64,75,64LARUNS,64320
M.,ETCHART,Jean-Louis,Maire,Ilharre,Pyrénées-Atlantiques,LASSALLE Jean,22/02/2022,PYRENEESATLANTIQUES,64,75,64ILHARRE,64272
M.,ETCHETO,Jean,Maire délégué d'une commune associée ou d'une commune déléguée,Bergouey-Viellenave,Pyrénées-Atlantiques,LASSALLE Jean,22/02/2022,PYRENEESATLANTIQUES,64,75,64BERGOUEYVIELLENAVE,64113
M.,ITURRIA,Jean,Maire,Burgaronne,Pyrénées-Atlantiques,LASSALLE Jean,22/02/2022,PYRENEESATLANTIQUES,64,75,64BURGARONNE,64151
M.,LAY,Jérôme,Maire,Saint-Médard,Pyrénées-Atlantiques,LASSALLE Jean,22/02/2022,PYRENEESATLANTIQUES,64,75,64SAINTMEDARD,64491
M.,MALABIRADE,Jean,Maire,Portet,Pyrénées-Atlantiques,LASSALLE Jean,22/02/2022,PYRENEESATLANTIQUES,64,75,64PORTET,64455
M.,ZIEGLER,Pierre,Maire,Lanneplaà,Pyrénées-Atlantiques,LASSALLE Jean,22/02/2022,PYRENEESATLANTIQUES,64,75,64LANNEPLAA,64312
M.,LALANNE,Jean-Yves,Maire,Billère,Pyrénées-Atlantiques,MÉLENCHON Jean-Luc,22/02/2022,PYRENEESATLANTIQUES,64,75,64BILLERE,64129
M.,LAFARGUE,Pierre,Maire,Saint-Girons-en-Béarn,Pyrénées-Atlantiques,ZEMMOUR Éric,22/02/2022,PYRENEESATLANTIQUES,64,75,64SAINTGIRONSENBEARN,64479
M.,DUFAU,Marc,Maire,Boeil-Bezing,Pyrénées-Atlantiques,HIDALGO Anne,24/02/2022,PYRENEESATLANTIQUES,64,75,64BOEILBEZING,64133
M.,MAISON,Jean-François,Conseiller départemental,,Pyrénées-Atlantiques,HIDALGO Anne,24/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,PEDELABAT,Marc,Maire,Carrère,Pyrénées-Atlantiques,KUZMANOVIC Georges,24/02/2022,PYRENEESATLANTIQUES,64,75,64CARRERE,64167
M.,ETCHEGARAY,Jean-René,Maire,Bayonne,Pyrénées-Atlantiques,MACRON Emmanuel,24/02/2022,PYRENEESATLANTIQUES,64,75,64BAYONNE,64102
M.,GARNIER,Jean-François,Maire,Aast,Pyrénées-Atlantiques,MÉLENCHON Jean-Luc,24/02/2022,PYRENEESATLANTIQUES,64,75,64AAST,64001
Mme,ARRIBAS-OLANO,Patricia,Conseillère départementale,,Pyrénées-Atlantiques,PÉCRESSE Valérie,24/02/2022,PYRENEESATLANTIQUES,64,75,64,
M.,ETCHEBER,Pierre,Maire,Pagolle,Pyrénées-Atlantiques,POUTOU Philippe,24/02/2022,PYRENEESATLANTIQUES,64,75,64PAGOLLE,64441
