Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
Mme,DJAMBAÉ,Nouriati,Conseillère départementale,,Bouches-du-Rhône,JADOT Yannick,03/02/2022,BOUCHESDURHONE,13,93,13,
Mme,PARODI,Clémence,Conseillère régionale,Provence-Alpes-Cote D'Azur,Bouches-du-Rhône,LE PEN Marine,03/02/2022,BOUCHESDURHONE,13,93,13PROVENCEALPESCOTEDAZUR,
M.,VIZIER,Alain,Conseiller régional,Provence-Alpes-Cote D'Azur,Bouches-du-Rhône,LE PEN Marine,03/02/2022,BOUCHESDURHONE,13,93,13PROVENCEALPESCOTEDAZUR,
Mme,AGRESTI-ROUBACHE,Sabrina,Conseillère régionale,Provence-Alpes-Cote D'Azur,Bouches-du-Rhône,MACRON Emmanuel,03/02/2022,BOUCHESDURHONE,13,93,13PROVENCEALPESCOTEDAZUR,
Mme,BULTEAU-RAMBAUD,Marie-Florence,Conseillère régionale,Provence-Alpes-Cote D'Azur,Bouches-du-Rhône,MACRON Emmanuel,03/02/2022,BOUCHESDURHONE,13,93,13PROVENCEALPESCOTEDAZUR,
Mme,GIACOMAZZI,Valérie,Conseillère régionale,Provence-Alpes-Cote D'Azur,Bouches-du-Rhône,MACRON Emmanuel,03/02/2022,BOUCHESDURHONE,13,93,13PROVENCEALPESCOTEDAZUR,
M.,LAQHILA,Mohamed,Député,11ème circonscription,Bouches-du-Rhône,MACRON Emmanuel,03/02/2022,BOUCHESDURHONE,13,93,13EMECIRCONSCRIPTION,
Mme,LOUIS,Alexandra,Députée,3ème circonscription,Bouches-du-Rhône,MACRON Emmanuel,03/02/2022,BOUCHESDURHONE,13,93,13EMECIRCONSCRIPTION,
M.,MAS-FRAISSINET,Bertrand,Conseiller régional,Provence-Alpes-Cote D'Azur,Bouches-du-Rhône,MACRON Emmanuel,03/02/2022,BOUCHESDURHONE,13,93,13PROVENCEALPESCOTEDAZUR,
M.,PERRIN,Jean-Marc,Conseiller départemental,,Bouches-du-Rhône,MACRON Emmanuel,03/02/2022,BOUCHESDURHONE,13,93,13,
