Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,RETY,Jean-Marc,Conseiller régional,Bourgogne-Franche-Comté,Côte-d'Or,HIDALGO Anne,01/02/2022,COTEDOR,21,27,21BOURGOGNEFRANCHECOMTE,
M.,DELOY,Franck,Maire,Magny-Montarlot,Côte-d'Or,MACRON Emmanuel,01/02/2022,COTEDOR,21,27,21MAGNYMONTARLOT,21367
Mme,GAUSSENS,Annie,Maire,Trouhans,Côte-d'Or,MACRON Emmanuel,01/02/2022,COTEDOR,21,27,21TROUHANS,21645
M.,PARIS,Didier,Député,5ème circonscription,Côte-d'Or,MACRON Emmanuel,01/02/2022,COTEDOR,21,27,21EMECIRCONSCRIPTION,
M.,POULLEAU,Christian,Maire,Molinot,Côte-d'Or,MACRON Emmanuel,01/02/2022,COTEDOR,21,27,21MOLINOT,21420
M.,SEGUIN,Gilles,Maire,Agencourt,Côte-d'Or,MACRON Emmanuel,01/02/2022,COTEDOR,21,27,21AGENCOURT,21001
M.,CARAYON,Christian,Maire,Montigny-sur-Armançon,Côte-d'Or,MÉLENCHON Jean-Luc,01/02/2022,COTEDOR,21,27,21MONTIGNYSURARMANCON,21431
M.,GUINOT,Stéphane,Maire,Boussenois,Côte-d'Or,MÉLENCHON Jean-Luc,01/02/2022,COTEDOR,21,27,21BOUSSENOIS,21096
M.,PERDERISET,Francis,Maire,Saulx-le-Duc,Côte-d'Or,PÉCRESSE Valérie,01/02/2022,COTEDOR,21,27,21SAULXLEDUC,21587
M.,CHAPUIS,Jean-Marc,Maire,Chivres,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,COTEDOR,21,27,21CHIVRES,21172
M.,COURBÉ,Georges,Maire,Thenissey,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,COTEDOR,21,27,21THENISSEY,21627
Mme,FEBVRE,Monique,Maire,Aubaine,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,COTEDOR,21,27,21AUBAINE,21030
Mme,GODOT,Véronique,Maire,Sainte-Sabine,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,COTEDOR,21,27,21SAINTESABINE,21570
M.,MARTEAU,Pascal,Maire délégué d'une commune associée ou d'une commune déléguée,Collonges-et-Premières,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,COTEDOR,21,27,21COLLONGESETPREMIERES,21183
M.,MYOTTE,Denis,Maire,Bligny-sur-Ouche,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,COTEDOR,21,27,21BLIGNYSUROUCHE,21087
M.,SIMAR,Camille,Maire,Franxault,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,COTEDOR,21,27,21FRANXAULT,21285
M.,TASSIN,Nicolas,Maire,Pouilly-sur-Vingeanne,Côte-d'Or,ARTHAUD Nathalie,03/02/2022,COTEDOR,21,27,21POUILLYSURVINGEANNE,21503
M.,BLANDIN,Pascal,Maire,Hauteroche,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21HAUTEROCHE,21314
M.,CARRÉ,Hubert,Maire,Verrey-sous-Salmaise,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21VERREYSOUSSALMAISE,21670
M.,CHARLOT,Denis,Maire,Mussy-la-Fosse,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21MUSSYLAFOSSE,21448
M.,DE ABREU,Olivier,Maire,Courcelles-lès-Semur,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21COURCELLESLESSEMUR,21205
M.,FÈVRE,Hubert,Maire,Blaisy-Haut,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21BLAISYHAUT,21081
M.,LOTT,Dominique,Maire,Échenon,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21ECHENON,21239
M.,MASSON,Denis,Maire,Normier,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21NORMIER,21463
Mme,MEUZARD,Géraldine,Maire,Savigny-sous-Mâlain,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21SAVIGNYSOUSMALAIN,21592
M.,VEURIOT,Noël,Maire,Cléry,Côte-d'Or,ASSELINEAU François,03/02/2022,COTEDOR,21,27,21CLERY,21180
M.,PETEUIL,Daniel,Maire,Champagny,Côte-d'Or,DUPONT-AIGNAN Nicolas,03/02/2022,COTEDOR,21,27,21CHAMPAGNY,21136
M.,ESPINOSA,Patrice,Maire,Izier,Côte-d'Or,HIDALGO Anne,03/02/2022,COTEDOR,21,27,21IZIER,21320
Mme,LOUET,Sophie,Maire,Source-Seine,Côte-d'Or,HIDALGO Anne,03/02/2022,COTEDOR,21,27,21SOURCESEINE,21084
M.,LAZZAROTTI,Jacques,Maire,Molesme,Côte-d'Or,LASSALLE Jean,03/02/2022,COTEDOR,21,27,21MOLESME,21419
M.,THEÏS,Pascal,Maire,Poiseul-la-Grange,Côte-d'Or,LASSALLE Jean,03/02/2022,COTEDOR,21,27,21POISEULLAGRANGE,21489
