Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,DEBROSSE,René,Maire,Doux,Ardennes,ARTHAUD Nathalie,03/02/2022,ARDENNES,08,44,08DOUX,08144
M.,JACQUEMART,Jean-Claude,Maire,Ham-sur-Meuse,Ardennes,ARTHAUD Nathalie,03/02/2022,ARDENNES,08,44,08HAMSURMEUSE,08207
Mme,KRETZMEYER ZALTANI,Frédérique,Maire,Angecourt,Ardennes,ARTHAUD Nathalie,03/02/2022,ARDENNES,08,44,08ANGECOURT,08013
M.,ANDRY,Eric,Maire,Bourg-Fidèle,Ardennes,DUPONT-AIGNAN Nicolas,03/02/2022,ARDENNES,08,44,08BOURGFIDELE,08078
M.,BRÉDY,Yves,Maire,Renneville,Ardennes,DUPONT-AIGNAN Nicolas,03/02/2022,ARDENNES,08,44,08RENNEVILLE,08360
M.,DEGLAIRE,Thierry,Maire,Saint-Morel,Ardennes,DUPONT-AIGNAN Nicolas,03/02/2022,ARDENNES,08,44,08SAINTMOREL,08392
M.,MARTEAUX,Jean-François,Maire,Thin-le-Moutier,Ardennes,DUPONT-AIGNAN Nicolas,03/02/2022,ARDENNES,08,44,08THINLEMOUTIER,08449
Mme,PONSIGNON,Marie-Pascale,Maire,Yoncq,Ardennes,DUPONT-AIGNAN Nicolas,03/02/2022,ARDENNES,08,44,08YONCQ,08502
M.,ROBIN,Dominique,Maire,Marvaux-Vieux,Ardennes,DUPONT-AIGNAN Nicolas,03/02/2022,ARDENNES,08,44,08MARVAUXVIEUX,08280
M.,OUDIN,Hubert,Maire,Semide,Ardennes,HIDALGO Anne,03/02/2022,ARDENNES,08,44,08SEMIDE,08410
M.,SONNET,Mathieu,Conseiller départemental,,Ardennes,HIDALGO Anne,03/02/2022,ARDENNES,08,44,08,
M.,JARLOT,Jean-Pierre,Maire,Éteignières,Ardennes,MACRON Emmanuel,03/02/2022,ARDENNES,08,44,08ETEIGNIERES,08156
M.,LEROY,Miguel,Maire,Auvillers-les-Forges,Ardennes,MACRON Emmanuel,03/02/2022,ARDENNES,08,44,08AUVILLERSLESFORGES,08037
M.,SIMON,Didier,Maire,Château-Porcien,Ardennes,MACRON Emmanuel,03/02/2022,ARDENNES,08,44,08CHATEAUPORCIEN,08107
Mme,JOSEPH,Else,Sénatrice,,Ardennes,PÉCRESSE Valérie,03/02/2022,ARDENNES,08,44,08,
M.,ROUSSEL,Emmanuel,Maire,Arreux,Ardennes,PÉCRESSE Valérie,03/02/2022,ARDENNES,08,44,08ARREUX,08022
Mme,ANDREY,Danielle,Maire,Montgon,Ardennes,THOUY Hélène,03/02/2022,ARDENNES,08,44,08MONTGON,08301
M.,DEFORGE,Bernard,Maire,Hargnies,Ardennes,ZEMMOUR Éric,03/02/2022,ARDENNES,08,44,08HARGNIES,08214
M.,LAURENT,Sébastien,Maire,Sery,Ardennes,ZEMMOUR Éric,03/02/2022,ARDENNES,08,44,08SERY,08415
Mme,BECHARD,Isabelle,Maire,Germont,Ardennes,ARTHAUD Nathalie,08/02/2022,ARDENNES,08,44,08GERMONT,08186
Mme,DUFILS,Annick,Maire,Malandry,Ardennes,ARTHAUD Nathalie,08/02/2022,ARDENNES,08,44,08MALANDRY,08269
M.,JULLIEN,Franck,Maire,Herbeuval,Ardennes,ARTHAUD Nathalie,08/02/2022,ARDENNES,08,44,08HERBEUVAL,08223
M.,MATHIAS,Frédéric,Maire,Boult-aux-Bois,Ardennes,ARTHAUD Nathalie,08/02/2022,ARDENNES,08,44,08BOULTAUXBOIS,08075
M.,SAINGERY,Pascal,Maire,Champlin,Ardennes,ARTHAUD Nathalie,08/02/2022,ARDENNES,08,44,08CHAMPLIN,08100
M.,VILAIN,David,Maire,Saint-Fergeux,Ardennes,ARTHAUD Nathalie,08/02/2022,ARDENNES,08,44,08SAINTFERGEUX,08380
M.,ZUCCARI,Eric,Maire,Écordal,Ardennes,ARTHAUD Nathalie,08/02/2022,ARDENNES,08,44,08ECORDAL,08151
M.,AUDEGOND,Michaël,Maire,Mars-sous-Bourcq,Ardennes,ASSELINEAU François,08/02/2022,ARDENNES,08,44,08MARSSOUSBOURCQ,08279
M.,BOUILLON,Mathieu,Maire,Bourcq,Ardennes,ASSELINEAU François,08/02/2022,ARDENNES,08,44,08BOURCQ,08077
Mme,CUIF,Anne,Maire,Annelles,Ardennes,ASSELINEAU François,08/02/2022,ARDENNES,08,44,08ANNELLES,08014
M.,GROSSELIN,Jacques,Maire,Tourcelles-Chaumont,Ardennes,ASSELINEAU François,08/02/2022,ARDENNES,08,44,08TOURCELLESCHAUMONT,08455
M.,PATE,Cédric,Maire,Alland'Huy-et-Sausseuil,Ardennes,ASSELINEAU François,08/02/2022,ARDENNES,08,44,08ALLANDHUYETSAUSSEUIL,08006
M.,PETIT,Romuald,Maire,Blanchefosse-et-Bay,Ardennes,ASSELINEAU François,08/02/2022,ARDENNES,08,44,08BLANCHEFOSSEETBAY,08069
M.,ANNOULD,Francis,Maire,Linay,Ardennes,DUPONT-AIGNAN Nicolas,08/02/2022,ARDENNES,08,44,08LINAY,08255
M.,BEAURAIN,Ludovic,Maire,Villers-devant-Mouzon,Ardennes,DUPONT-AIGNAN Nicolas,08/02/2022,ARDENNES,08,44,08VILLERSDEVANTMOUZON,08477
M.,COFFART,Xavier,Maire,Aouste,Ardennes,DUPONT-AIGNAN Nicolas,08/02/2022,ARDENNES,08,44,08AOUSTE,08016
M.,COLINET,Jean-Paul,Maire,La Chapelle,Ardennes,DUPONT-AIGNAN Nicolas,08/02/2022,ARDENNES,08,44,08LACHAPELLE,08101
M.,HANNEQUIN,Laurent,Maire,Sugny,Ardennes,DUPONT-AIGNAN Nicolas,08/02/2022,ARDENNES,08,44,08SUGNY,08431
M.,OURY,Jean-Pol,Maire,Tremblois-lès-Carignan,Ardennes,DUPONT-AIGNAN Nicolas,08/02/2022,ARDENNES,08,44,08TREMBLOISLESCARIGNAN,08459
M.,BOUCHER,Joël,Maire,Rancennes,Ardennes,EGGER Clara,08/02/2022,ARDENNES,08,44,08RANCENNES,08353
M.,HARRAR,Radouane,Maire,La Moncelle,Ardennes,JADOT Yannick,08/02/2022,ARDENNES,08,44,08LAMONCELLE,08294
M.,CANNAUX,Francis,Maire,Saint-Juvin,Ardennes,KAZIB Anasse,08/02/2022,ARDENNES,08,44,08SAINTJUVIN,08383
M.,NANJI,Léopold Désiré,Maire,Buzancy,Ardennes,KAZIB Anasse,08/02/2022,ARDENNES,08,44,08BUZANCY,08089
M.,RHUL,Daniel,Maire,L'Échelle,Ardennes,KAZIB Anasse,08/02/2022,ARDENNES,08,44,08LECHELLE,08149
M.,BOUCHER,Jean-Louis,Maire,Ville-sur-Lumes,Ardennes,KUZMANOVIC Georges,08/02/2022,ARDENNES,08,44,08VILLESURLUMES,08483
M.,WARZEE,Thierry,Maire,Lametz,Ardennes,KUZMANOVIC Georges,08/02/2022,ARDENNES,08,44,08LAMETZ,08244
M.,CORNEILLE,Jean-Pierre,Maire,Landres-et-Saint-Georges,Ardennes,LASSALLE Jean,08/02/2022,ARDENNES,08,44,08LANDRESETSAINTGEORGES,08246
M.,FLEURY,Vincent,Maire,Monthois,Ardennes,LASSALLE Jean,08/02/2022,ARDENNES,08,44,08MONTHOIS,08303
M.,MASSET,Michaël,Maire,Saulces-Champenoises,Ardennes,LASSALLE Jean,08/02/2022,ARDENNES,08,44,08SAULCESCHAMPENOISES,08401
M.,RICLOT,Bernard,Maire,Chémery-Chéhéry,Ardennes,LASSALLE Jean,08/02/2022,ARDENNES,08,44,08CHEMERYCHEHERY,08115
Mme,DORÉ,Marie-Claire,Maire,Marby,Ardennes,MACRON Emmanuel,08/02/2022,ARDENNES,08,44,08MARBY,08273
M.,CORDIER,Pierre,Député,2ème circonscription,Ardennes,PÉCRESSE Valérie,08/02/2022,ARDENNES,08,44,08EMECIRCONSCRIPTION,
M.,ETIENNE,Philippe,Maire,Bayonville,Ardennes,PÉCRESSE Valérie,08/02/2022,ARDENNES,08,44,08BAYONVILLE,08052
Mme,POLETTI,Bérengère,Députée,1ère circonscription,Ardennes,PÉCRESSE Valérie,08/02/2022,ARDENNES,08,44,08ERECIRCONSCRIPTION,
M.,PORTIER,Bernard,Maire,Grandchamp,Ardennes,PÉCRESSE Valérie,08/02/2022,ARDENNES,08,44,08GRANDCHAMP,08196
M.,ROUSSEAUX,Jean-Marc,Maire,Vaux-Villaine,Ardennes,PÉCRESSE Valérie,08/02/2022,ARDENNES,08,44,08VAUXVILLAINE,08468
M.,SAMYN,Philippe,Maire délégué d'une commune associée ou d'une commune déléguée,Chaumont-Porcien,Ardennes,PÉCRESSE Valérie,08/02/2022,ARDENNES,08,44,08CHAUMONTPORCIEN,08113
Mme,VILLET,Odile,Maire,Chesnois-Auboncourt,Ardennes,PÉCRESSE Valérie,08/02/2022,ARDENNES,08,44,08CHESNOISAUBONCOURT,08117
Mme,LEFORT,Sylvie,Maire,Authe,Ardennes,POUTOU Philippe,08/02/2022,ARDENNES,08,44,08AUTHE,08033
M.,MARCOTTE,Michel,Maire,Inaumont,Ardennes,POUTOU Philippe,08/02/2022,ARDENNES,08,44,08INAUMONT,08234
M.,MOUTON,Francis,Maire,Contreuve,Ardennes,THOUY Hélène,08/02/2022,ARDENNES,08,44,08CONTREUVE,08130
M.,DOZIERES,Daniel,Maire,Euilly-et-Lombut,Ardennes,ZEMMOUR Éric,08/02/2022,ARDENNES,08,44,08EUILLYETLOMBUT,08159
M.,GOMEZ,Jean-Baptiste,Maire,Sommauthe,Ardennes,ZEMMOUR Éric,08/02/2022,ARDENNES,08,44,08SOMMAUTHE,08424
M.,BOS,Romain,Maire,Maranwez,Ardennes,ARTHAUD Nathalie,10/02/2022,ARDENNES,08,44,08MARANWEZ,08272
M.,CLARAT,Gilbert,Maire,Le Fréty,Ardennes,ARTHAUD Nathalie,10/02/2022,ARDENNES,08,44,08LEFRETY,08182
M.,DUMANGE,Dominique,Maire,Bouconville,Ardennes,ARTHAUD Nathalie,10/02/2022,ARDENNES,08,44,08BOUCONVILLE,08074
M.,GENTY,Jean-Charles,Maire,Chevières,Ardennes,ARTHAUD Nathalie,10/02/2022,ARDENNES,08,44,08CHEVIERES,08120
Mme,RACAPE,Marie-Véronique,Maire,Vaux-lès-Rubigny,Ardennes,ARTHAUD Nathalie,10/02/2022,ARDENNES,08,44,08VAUXLESRUBIGNY,08465
M.,BESANCON,Tony,Maire,Quatre-Champs,Ardennes,DUPONT-AIGNAN Nicolas,10/02/2022,ARDENNES,08,44,08QUATRECHAMPS,08350
M.,NICOLAS,Pascal,Maire,Sapogne-sur-Marche,Ardennes,DUPONT-AIGNAN Nicolas,10/02/2022,ARDENNES,08,44,08SAPOGNESURMARCHE,08399
M.,TURCHI,Jean-Marie,Maire,Auflance,Ardennes,DUPONT-AIGNAN Nicolas,10/02/2022,ARDENNES,08,44,08AUFLANCE,08029
M.,COLCY,Michel,Maire,Anchamps,Ardennes,KAZIB Anasse,10/02/2022,ARDENNES,08,44,08ANCHAMPS,08011
M.,MORLET,Guy,Maire,Chuffilly-Roche,Ardennes,KOENIG Gaspard,10/02/2022,ARDENNES,08,44,08CHUFFILLYROCHE,08123
M.,LOUIS,Jean-Hugues,Maire,La Besace,Ardennes,LASSALLE Jean,10/02/2022,ARDENNES,08,44,08LABESACE,08063
M.,DE POUILLY,Jean,Maire,Cornay,Ardennes,MACRON Emmanuel,10/02/2022,ARDENNES,08,44,08CORNAY,08131
M.,LALLOUETTE,Luc,Maire,Tournavaux,Ardennes,MÉLENCHON Jean-Luc,10/02/2022,ARDENNES,08,44,08TOURNAVAUX,08456
M.,FAUVARQUE,Brice,Conseiller départemental,,Ardennes,PÉCRESSE Valérie,10/02/2022,ARDENNES,08,44,08,
M.,LECLÈRE,Mickaël,Maire,Lonny,Ardennes,PÉCRESSE Valérie,10/02/2022,ARDENNES,08,44,08LONNY,08260
M.,RATAUX,Michel,Maire,Oches,Ardennes,PÉCRESSE Valérie,10/02/2022,ARDENNES,08,44,08OCHES,08332
