Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
Mme,SERGI,Valerie,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,08/02/2022,ALPESMARITIMES,06,93,06,
Mme,TABAROT,Michèle,Députée,9ème circonscription,Alpes-Maritimes,PÉCRESSE Valérie,08/02/2022,ALPESMARITIMES,06,93,06EMECIRCONSCRIPTION,
M.,TABAROT,Philippe,Sénateur,,Alpes-Maritimes,PÉCRESSE Valérie,08/02/2022,ALPESMARITIMES,06,93,06,
M.,TRASTOUR,René,Maire,Conségudes,Alpes-Maritimes,PÉCRESSE Valérie,08/02/2022,ALPESMARITIMES,06,93,06CONSEGUDES,06047
Mme,TRASTOUR-ISNART,Laurence,Députée,6ème circonscription,Alpes-Maritimes,PÉCRESSE Valérie,08/02/2022,ALPESMARITIMES,06,93,06EMECIRCONSCRIPTION,
M.,VIAUD,Jérôme,Maire,Grasse,Alpes-Maritimes,PÉCRESSE Valérie,08/02/2022,ALPESMARITIMES,06,93,06GRASSE,06069
M.,ALBIN,Noël,Maire,Touët-de-l'Escarène,Alpes-Maritimes,ROUSSEL Fabien,08/02/2022,ALPESMARITIMES,06,93,06TOUETDELESCARENE,06142
M.,CASTIGLIA,Jean-Pierre,Maire,Malaussène,Alpes-Maritimes,ZEMMOUR Éric,08/02/2022,ALPESMARITIMES,06,93,06MALAUSSENE,06078
M.,PANCIATICI,Mathieu,Conseiller départemental,,Alpes-Maritimes,JADOT Yannick,10/02/2022,ALPESMARITIMES,06,93,06,
Mme,DELPECH,Valérie,Conseillère régionale,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,LE PEN Marine,10/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
Mme,BRENIER-OHANESSIAN,Marine,Députée,5ème circonscription,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06EMECIRCONSCRIPTION,
Mme,BRUNETEAUX,Françoise,Conseillère régionale,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
M.,CASSEZ,Marino,Maire,Gars,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06GARS,06063
M.,CESARI,Patrick,Maire,Roquebrune-Cap-Martin,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06ROQUEBRUNECAPMARTIN,06104
M.,CHIRIS,Henri,Maire,Escragnolles,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06ESCRAGNOLLES,06058
Mme,DUQUESNE,Céline,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06,
Mme,FERRAND,Sabrina,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06,
M.,GENTE,Jacques,Conseiller départemental,,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06,
M.,HACHET,Philippe,Maire,Puget-Rostang,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06PUGETROSTANG,06098
M.,MACARIO,Jean-Marc,Maire,Spéracèdes,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06SPERACEDES,06137
M.,MOTTET,Ivan,Maire,Saint-Martin-Vésubie,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06SAINTMARTINVESUBIE,06127
M.,SPINELLI,Jean-François,Maire,Castagniers,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06CASTAGNIERS,06034
M.,TOSSAN,Georges,Maire,Les Ferres,Alpes-Maritimes,PÉCRESSE Valérie,10/02/2022,ALPESMARITIMES,06,93,06LESFERRES,06061
Mme,MASSON,Alexandra,Conseillère régionale,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,LE PEN Marine,15/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
M.,MERENGONE,Laurent,Conseiller régional,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,LE PEN Marine,15/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
Mme,ALTOUNIAN,Magali,Conseillère régionale,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,MACRON Emmanuel,15/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
Mme,BORRÉ,Véronique,Conseillère régionale,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,MACRON Emmanuel,15/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
M.,MARTIN,Franck,Conseiller départemental,,Alpes-Maritimes,MACRON Emmanuel,15/02/2022,ALPESMARITIMES,06,93,06,
Mme,MIGLIORE,Caroline,Conseillère départementale,,Alpes-Maritimes,MACRON Emmanuel,15/02/2022,ALPESMARITIMES,06,93,06,
Mme,MONIER,Françoise,Conseillère départementale,,Alpes-Maritimes,MACRON Emmanuel,15/02/2022,ALPESMARITIMES,06,93,06,
Mme,OUAKNINE,Martine,Conseillère départementale,,Alpes-Maritimes,MACRON Emmanuel,15/02/2022,ALPESMARITIMES,06,93,06,
Mme,ARINI,Joëlle,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06,
M.,BERNARD,Yannick,Conseiller départemental,,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06,
M.,CORPORANDY,Pierre,Maire,Puget-Théniers,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06PUGETTHENIERS,06099
Mme,ESTROSI-SASSONE,Dominique,Sénatrice,,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06,
M.,KONOPNICKI,David,Conseiller départemental,,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06,
Mme,LELLOUCHE,Vanessa,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06,
M.,LUCA,Lionnel,Maire,Villeneuve-Loubet,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06VILLENEUVELOUBET,06161
Mme,NASICA,Sophie,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06,
Mme,OLIVIER,Michèle,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06,
Mme,PAIRE,Sandra,Conseillère régionale,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
Mme,SIMON,Florence,Maire,Pégomas,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06PEGOMAS,06090
M.,THAON,Jean,Maire,Lantosque,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06LANTOSQUE,06074
M.,VERAN,Antoine,Maire,Levens,Alpes-Maritimes,PÉCRESSE Valérie,15/02/2022,ALPESMARITIMES,06,93,06LEVENS,06075
M.,MASSON,Bryan,Conseiller régional,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,LE PEN Marine,17/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
M.,RENOUX,Gilles,Conseiller régional,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,LE PEN Marine,17/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
M.,VARDON,Philippe,Conseiller régional,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,LE PEN Marine,17/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
Mme,CHABAUD,Danielle,Maire,Roquestéron,Alpes-Maritimes,PÉCRESSE Valérie,17/02/2022,ALPESMARITIMES,06,93,06ROQUESTERON,06106
M.,DERMIT,Jean-Pierre,Maire,Biot,Alpes-Maritimes,PÉCRESSE Valérie,17/02/2022,ALPESMARITIMES,06,93,06BIOT,06018
Mme,LORÉ,Loetitia,Maire,Venanson,Alpes-Maritimes,PÉCRESSE Valérie,17/02/2022,ALPESMARITIMES,06,93,06VENANSON,06156
M.,ROSSI,Michel,Maire,Roquefort-les-Pins,Alpes-Maritimes,PÉCRESSE Valérie,17/02/2022,ALPESMARITIMES,06,93,06ROQUEFORTLESPINS,06105
M.,ROUX,Roger,Maire,Beaulieu-sur-Mer,Alpes-Maritimes,PÉCRESSE Valérie,17/02/2022,ALPESMARITIMES,06,93,06BEAULIEUSURMER,06011
M.,GOSSE,Joël,Maire,Bendejun,Alpes-Maritimes,ROUSSEL Fabien,17/02/2022,ALPESMARITIMES,06,93,06BENDEJUN,06014
M.,SALOMONE,Anthony,Maire,Aiglun,Alpes-Maritimes,EGGER Clara,22/02/2022,ALPESMARITIMES,06,93,06AIGLUN,06001
M.,ASCHIERI,Pierre,Maire,Mouans-Sartoux,Alpes-Maritimes,JADOT Yannick,22/02/2022,ALPESMARITIMES,06,93,06MOUANSSARTOUX,06084
M.,CESARO,Joseph,Maire,Valbonne,Alpes-Maritimes,JADOT Yannick,22/02/2022,ALPESMARITIMES,06,93,06VALBONNE,06152
M.,PRADAL,Philippe,Conseiller départemental,,Alpes-Maritimes,MACRON Emmanuel,22/02/2022,ALPESMARITIMES,06,93,06,
Mme,BENASSAYAG,Marie,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,22/02/2022,ALPESMARITIMES,06,93,06,
Mme,BORCHIO FONTIMP,Alexandra,Sénatrice,,Alpes-Maritimes,PÉCRESSE Valérie,22/02/2022,ALPESMARITIMES,06,93,06,
M.,CASTEL,Raoul,Maire,Collongues,Alpes-Maritimes,PÉCRESSE Valérie,22/02/2022,ALPESMARITIMES,06,93,06COLLONGUES,06045
M.,GILLI,Yves,Maire,Utelle,Alpes-Maritimes,PÉCRESSE Valérie,22/02/2022,ALPESMARITIMES,06,93,06UTELLE,06151
M.,NÈGRE,Louis,Maire,Cagnes-sur-Mer,Alpes-Maritimes,PÉCRESSE Valérie,22/02/2022,ALPESMARITIMES,06,93,06CAGNESSURMER,06027
M.,RANCUREL,Jean-Marc,Maire,Peillon,Alpes-Maritimes,PÉCRESSE Valérie,22/02/2022,ALPESMARITIMES,06,93,06PEILLON,06092
Mme,SATTONNET,Anne,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,22/02/2022,ALPESMARITIMES,06,93,06,
M.,WYSZKOWSKI,François,Maire,Le Bar-sur-Loup,Alpes-Maritimes,PÉCRESSE Valérie,22/02/2022,ALPESMARITIMES,06,93,06LEBARSURLOUP,06010
M.,CHERKI,Stéphane,Maire,Èze,Alpes-Maritimes,ZEMMOUR Éric,22/02/2022,ALPESMARITIMES,06,93,06EZE,06059
M.,BERETTONI,Thomas,Conseiller régional,Provence-Alpes-Cote D'Azur,Alpes-Maritimes,MACRON Emmanuel,24/02/2022,ALPESMARITIMES,06,93,06PROVENCEALPESCOTEDAZUR,
Mme,RAMOS-MAZZUCCO,Anne,Conseillère départementale,,Alpes-Maritimes,MACRON Emmanuel,24/02/2022,ALPESMARITIMES,06,93,06,
M.,SOUSSI,Philippe,Conseiller départemental,,Alpes-Maritimes,MACRON Emmanuel,24/02/2022,ALPESMARITIMES,06,93,06,
M.,LISNARD,David,Maire,Cannes,Alpes-Maritimes,MÉLENCHON Jean-Luc,24/02/2022,ALPESMARITIMES,06,93,06CANNES,06029
M.,BELVISI,Marc,Maire,Pierrefeu,Alpes-Maritimes,PÉCRESSE Valérie,24/02/2022,ALPESMARITIMES,06,93,06PIERREFEU,06097
Mme,PAPY,Carine,Conseillère départementale,,Alpes-Maritimes,PÉCRESSE Valérie,24/02/2022,ALPESMARITIMES,06,93,06,
M.,VEROLA,Auguste,Conseiller départemental,,Alpes-Maritimes,PÉCRESSE Valérie,24/02/2022,ALPESMARITIMES,06,93,06,
