Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,PARNAUDEAU,Thierry,Maire,Les Forges,Deux-Sèvres,PÉCRESSE Valérie,15/02/2022,DEUXSEVRES,79,75,79LESFORGES,79124
M.,BOULANGER,Philippe,Maire délégué d'une commune associée ou d'une commune déléguée,Moncoutant-sur-Sèvre,Deux-Sèvres,POUTOU Philippe,15/02/2022,DEUXSEVRES,79,75,79MONCOUTANTSURSEVRE,79179
Mme,TRANCHET,Myriam,Maire,Saint-Maixent-de-Beugné,Deux-Sèvres,DUPONT-AIGNAN Nicolas,17/02/2022,DEUXSEVRES,79,75,79SAINTMAIXENTDEBEUGNE,79269
M.,SICAUD,Mickaël,Maire délégué d'une commune associée ou d'une commune déléguée,Les Châteliers,Deux-Sèvres,JADOT Yannick,17/02/2022,DEUXSEVRES,79,75,79LESCHATELIERS,79105
M.,BARILLOT,Dorick,Maire,Mairé-Levescault,Deux-Sèvres,MÉLENCHON Jean-Luc,22/02/2022,DEUXSEVRES,79,75,79MAIRELEVESCAULT,79163
M.,ROCHARD,Sébastien,Maire,Coulonges-Thouarsais,Deux-Sèvres,PÉCRESSE Valérie,22/02/2022,DEUXSEVRES,79,75,79COULONGESTHOUARSAIS,79102
M.,PENICAUD,Bernard,Conseiller départemental,,Deux-Sèvres,ROUSSEL Fabien,22/02/2022,DEUXSEVRES,79,75,79,
M.,LONGEAU,Daniel,Maire,Vernoux-sur-Boutonne,Deux-Sèvres,LASSALLE Jean,24/02/2022,DEUXSEVRES,79,75,79VERNOUXSURBOUTONNE,79343
M.,DUPIN,Jacques,Maire,Séligné,Deux-Sèvres,MACRON Emmanuel,24/02/2022,DEUXSEVRES,79,75,79SELIGNE,79312
M.,MARCHIVE,Bastien,Conseiller régional,Nouvelle-Aquitaine,Deux-Sèvres,MACRON Emmanuel,24/02/2022,DEUXSEVRES,79,75,79NOUVELLEAQUITAINE,
