Civilité,Nom,Prénom,Mandat,Circonscription,Département,Candidat,Date de publication,dep_norm,dep_insee,reg_insee,norm,insee
M.,BEAUVAIS,Thierry,Maire,Pougny,Nièvre,ARTHAUD Nathalie,08/02/2022,NIEVRE,58,27,58POUGNY,58213
M.,DEVIENNE,Gilles,Maire,Urzy,Nièvre,JADOT Yannick,08/02/2022,NIEVRE,58,27,58URZY,58300
M.,SÉJEAU,Wilfrid,Conseiller départemental,,Nièvre,JADOT Yannick,08/02/2022,NIEVRE,58,27,58,
M.,ASCONCHILO,Michel,Maire,Lurcy-le-Bourg,Nièvre,LASSALLE Jean,08/02/2022,NIEVRE,58,27,58LURCYLEBOURG,58147
Mme,BERTRAND,Annick,Maire,Lanty,Nièvre,LASSALLE Jean,08/02/2022,NIEVRE,58,27,58LANTY,58139
M.,FASSIER,Pascal,Maire,Saint-Malo-en-Donziois,Nièvre,LASSALLE Jean,08/02/2022,NIEVRE,58,27,58SAINTMALOENDONZIOIS,58252
Mme,HOUDIN,Marie-Francine,Maire,Corvol-l'Orgueilleux,Nièvre,LASSALLE Jean,08/02/2022,NIEVRE,58,27,58CORVOLLORGUEILLEUX,58085
M.,BERGER,Fabrice,Maire,Challuy,Nièvre,MACRON Emmanuel,08/02/2022,NIEVRE,58,27,58CHALLUY,58051
Mme,GERMAIN,Sandra,Conseillère régionale,Bourgogne-Franche-Comté,Nièvre,MACRON Emmanuel,08/02/2022,NIEVRE,58,27,58BOURGOGNEFRANCHECOMTE,
M.,JAILLOT,Léonard,Maire,Sichamps,Nièvre,MACRON Emmanuel,08/02/2022,NIEVRE,58,27,58SICHAMPS,58279
M.,PERROT,Patrice,Député,2ème circonscription,Nièvre,MACRON Emmanuel,08/02/2022,NIEVRE,58,27,58EMECIRCONSCRIPTION,
M.,THURIOT,Denis,Maire,Nevers,Nièvre,MACRON Emmanuel,08/02/2022,NIEVRE,58,27,58NEVERS,58194
Mme,PATAUT,Marie-Odile,Maire,Grenois,Nièvre,MÉLENCHON Jean-Luc,08/02/2022,NIEVRE,58,27,58GRENOIS,58130
M.,SMILEVITCH,Nicolas,Maire,Brinon-sur-Beuvron,Nièvre,MÉLENCHON Jean-Luc,08/02/2022,NIEVRE,58,27,58BRINONSURBEUVRON,58041
Mme,LECLERCQ,Marie,Maire,Montsauche-les-Settons,Nièvre,POUTOU Philippe,08/02/2022,NIEVRE,58,27,58MONTSAUCHELESSETTONS,58180
M.,FORESTIER,Denis,Maire,Surgy,Nièvre,ROUSSEL Fabien,08/02/2022,NIEVRE,58,27,58SURGY,58282
