COM
69123
13055
75056
01053
01283
01033
01004
01173
01354
02691
02722
02408
02168
02738
02173
03185
03310
03190
03321
03095
03101
04112
04070
04209
04143
04049
04088
05061
05023
05046
05070
05179
05040
06088
06029
06004
06027
06069
06030
07010
07019
07102
07324
07319
07186
08105
08409
08362
08190
08363
08328
09225
09122
09261
09160
09282
09185
10387
10323
10333
10081
10362
10343
11262
11069
11076
11203
11206
11106
12202
12145
12300
12176
12208
12133
13001
13213
13208
13209
13215
13214
14118
14327
14366
14762
14047
14341
15014
15187
15012
15267
15120
15162
16015
16102
16374
16113
16358
16291
17300
17415
17299
17306
17028
17274
18033
18279
18205
18197
18141
18207
19031
19272
19275
19123
19073
19229
21231
21054
21166
21617
21171
21515
22278
22113
22093
22050
22187
22215
23096
23176
23008
23030
23193
23245
24322
24037
24053
24520
24138
24557
25056
25388
25462
25031
25580
25411
26362
26198
26281
26058
26235
26252
27229
27681
27375
27701
27284
27467
28085
28134
28218
28088
28404
28229
29019
29232
29039
29103
29151
29075
2A004
2A247
2A032
2A249
2A272
2A271
2B033
2B042
2B037
2B096
2B148
2B120
30189
30007
30028
30032
30258
30351
31555
31149
31557
31395
31069
31424
32013
32160
32107
32132
32208
32119
33063
33281
33318
33522
33550
33449
34172
34032
34301
34003
34145
34108
35238
35288
35115
35047
35360
35051
36044
36088
36063
36018
36159
36006
37261
37122
37214
37233
37208
37003
38185
38421
38151
38544
38053
38169
39198
39300
39478
39097
39368
39434
40192
40088
40046
40279
40312
40281
41018
41194
41269
41295
41059
41136
42218
42207
42187
42095
42147
42279
43157
43137
43268
43040
43012
43224
44109
44184
44162
44143
44190
44114
45234
45232
45284
45147
45285
45302
46042
46102
46127
46309
46251
46128
47001
47323
47157
47201
47310
47195
48095
48092
48140
48080
48009
48034
49007
49099
49328
49301
49023
49092
50129
50502
50218
50041
50025
50099
51454
51108
51230
51649
51573
51055
52448
52121
52269
52353
52250
52550
53130
53062
53147
53097
53201
53034
54395
54547
54329
54528
54578
54323
55545
55029
55122
55291
55463
55181
56121
56260
56098
56162
56083
56178
57463
57672
57480
57227
57631
57757
58194
58086
58303
58095
58059
58117
59350
59599
59512
59183
59009
59606
60057
60159
60175
60463
60176
60612
61001
61169
61006
61214
61168
61486
62193
62041
62160
62498
62510
62427
63113
63124
63300
63075
63178
63430
64445
64102
64024
64122
64260
64483
65440
65286
65047
65059
65258
65100
66136
66037
66172
66171
66008
66180
67482
67180
67447
67218
67462
67267
68224
68066
68297
68154
68376
68278
69266
69383
69388
69387
69259
69386
70550
70285
70310
70311
70279
70245
71076
71270
71153
71306
71014
71342
72181
72154
72264
72003
72132
72095
73065
73008
73011
73179
73213
73248
74010
74012
74281
74081
74256
74225
75115
75120
75118
75119
75113
75117
76351
76540
76217
76681
76575
76322
77284
77108
77288
77373
77445
77058
78646
78586
78551
78361
78498
78172
79191
79049
79329
79202
79079
79081
80021
80001
80016
80620
80253
80212
81004
81065
81099
81105
81140
81163
82121
82033
82112
82037
82125
82134
83137
83126
83069
83061
83050
83118
84007
84087
84031
84035
84089
84054
85191
85194
85047
85146
85109
85092
86194
86066
86041
86115
86214
86070
87085
87154
87114
87050
87075
87187
88160
88413
88465
88209
88196
88383
89024
89387
89206
89257
89025
89464
90010
90033
90099
90009
90008
90075
91228
91174
91377
91589
91549
91477
92012
92050
92004
92025
92026
92063
93066
93048
93001
93005
93029
93051
94081
94028
94017
94068
94041
94046
95018
95127
95585
95268
95252
95500
97101
97103
97113
97118
97128
97117
97209
97213
97222
97229
97207
97210
97302
97311
97307
97304
97309
97305
97411
97415
97416
97422
97409
97414

